table_id,category,product_name,value,source_id
0003095023,出荷 販売,フェロクロム 計 (t),20605.0,estat-manufacturing
0003095023,出荷 販売,フェロクロム 高炭素 (t),7964.0,estat-manufacturing
0003095023,出荷 販売,フェロクロム 低炭素 (t),12641.0,estat-manufacturing
0003095023,出荷 販売,フェロニッケル (t),241634.0,estat-manufacturing
0003095023,出荷 販売,フェロモリブデン (t),4504.0,estat-manufacturing
0003095023,出荷 販売,フェロバナジウム (t),3197.0,estat-manufacturing
0003095023,出荷 販売,その他のフェロアロイ (t),15668.0,estat-manufacturing
0003095023,出荷 その他,合計 (t),73397.0,estat-manufacturing
0003095023,出荷 その他,フェロマンガン 計 (t),15993.0,estat-manufacturing
0003095023,出荷 その他,フェロマンガン 高炭素 (t),15993.0,estat-manufacturing
0003095023,出荷 その他,フェロマンガン 低炭素 (t),20.0,estat-manufacturing
0003095023,出荷 その他,シリコマンガン (t),5350.0,estat-manufacturing
0003095023,出荷 その他,フェロシリコン (t),71.0,estat-manufacturing
0003095023,出荷 その他,フェロニッケル (t),51965.0,estat-manufacturing
0003095023,出荷 その他,フェロバナジウム (t),5.0,estat-manufacturing
0003095023,出荷 その他,その他のフェロアロイ (t),18.0,estat-manufacturing
0003095023,在庫,合計 (t),149421.0,estat-manufacturing
0003095023,在庫,フェロマンガン 計 (t),76487.0,estat-manufacturing
0003095023,在庫,フェロマンガン 高炭素 (t),56605.0,estat-manufacturing
0003095023,在庫,フェロマンガン 低炭素 (t),19882.0,estat-manufacturing
0003095023,在庫,シリコマンガン (t),17889.0,estat-manufacturing
0003095023,在庫,フェロシリコン (t),2005.0,estat-manufacturing
0003095023,在庫,フェロクロム 計 (t),7502.0,estat-manufacturing
0003095023,在庫,フェロクロム 高炭素 (t),3241.0,estat-manufacturing
0003095023,在庫,フェロクロム 低炭素 (t),4261.0,estat-manufacturing
0003095023,在庫,フェロニッケル (t),38102.0,estat-manufacturing
0003095023,在庫,フェロモリブデン (t),450.0,estat-manufacturing
0003095023,在庫,フェロバナジウム (t),686.0,estat-manufacturing
0003095023,在庫,その他のフェロアロイ (t),6300.0,estat-manufacturing
0003095059,生産,合計 (t),115357783.0,estat-manufacturing
0003095059,生産,普通鋼 (t),91600759.0,estat-manufacturing
0003095059,生産,特殊鋼 (t),23757024.0,estat-manufacturing
0003095059,受入,合計 (t),8760683.0,estat-manufacturing
0003095059,受入,普通鋼 (t),6185780.0,estat-manufacturing
0003095059,受入,特殊鋼 (t),2574903.0,estat-manufacturing
0003095059,消費,合計 (t),110517652.0,estat-manufacturing
0003095059,消費,普通鋼 (t),84361044.0,estat-manufacturing
0003095059,消費,特殊鋼 (t),26156608.0,estat-manufacturing
0003095059,出荷 販売,合計 (t),8977887.0,estat-manufacturing
0003095059,出荷 販売,普通鋼 (t),7468906.0,estat-manufacturing
0003095059,出荷 販売,特殊鋼 (t),1508981.0,estat-manufacturing
0003095059,出荷 その他,合計 (t),9130757.0,estat-manufacturing
0003095059,出荷 その他,普通鋼 (t),5898805.0,estat-manufacturing
0003095059,出荷 その他,特殊鋼 (t),3231952.0,estat-manufacturing
0003095059,在庫,合計 (t),4226884.0,estat-manufacturing
0003095059,在庫,普通鋼 (t),2981836.0,estat-manufacturing
0003095059,在庫,特殊鋼 (t),1245048.0,estat-manufacturing
0003095076,生産,合計 (t),309065.0,estat-manufacturing
0003095076,生産,普通鋼 (t),158653.0,estat-manufacturing
0003095076,生産,特殊鋼 (t),150412.0,estat-manufacturing
0003095076,受入,合計 (t),223.0,estat-manufacturing
0003095076,受入,普通鋼 (t),12.0,estat-manufacturing
0003095076,受入,特殊鋼 (t),211.0,estat-manufacturing
0003095076,消費,合計 (t),130870.0,estat-manufacturing
0003095076,消費,普通鋼 (t),53861.0,estat-manufacturing
0003095076,消費,特殊鋼 (t),77009.0,estat-manufacturing
0003095076,出荷 販売,合計 (t),176534.0,estat-manufacturing
0003095076,出荷 販売,普通鋼 (t),103352.0,estat-manufacturing
0003095076,出荷 販売,特殊鋼 (t),73182.0,estat-manufacturing
0003095076,出荷 その他,合計 (t),1320.0,estat-manufacturing
0003095076,出荷 その他,普通鋼 (t),303.0,estat-manufacturing
0003095076,出荷 その他,特殊鋼 (t),1017.0,estat-manufacturing
0003095076,在庫,合計 (t),24565.0,estat-manufacturing
0003095076,在庫,普通鋼 (t),13978.0,estat-manufacturing
0003095076,在庫,特殊鋼 (t),10587.0,estat-manufacturing
0003095083,計,合計,808917.0,estat-manufacturing
0003095083,計,鋼塊,790554.0,estat-manufacturing
0003095083,計,鋳鋼鋳込,18363.0,estat-manufacturing
0003095083,普通鋼,合計,84615.0,estat-manufacturing
0003095083,普通鋼,鋼塊,73639.0,estat-manufacturing
0003095083,普通鋼,鋳鋼鋳込,10976.0,estat-manufacturing
0003095083,特殊鋼,合計,724302.0,estat-manufacturing
0003095083,特殊鋼,鋼塊,716915.0,estat-manufacturing
0003095083,特殊鋼,鋳鋼鋳込,7387.0,estat-manufacturing
0003095121,生産,合計 (t),738143.0,estat-manufacturing
0003095121,生産,普通鋼 (t),214672.0,estat-manufacturing
0003095121,生産,特殊鋼 (t),523471.0,estat-manufacturing
0003095121,受入,合計 (t),80.0,estat-manufacturing
0003095121,受入,普通鋼 (t),21.0,estat-manufacturing
0003095121,受入,特殊鋼 (t),59.0,estat-manufacturing
0003095121,消費,合計 (t),234665.0,estat-manufacturing
0003095121,消費,普通鋼 (t),73650.0,estat-manufacturing
0003095121,消費,特殊鋼 (t),161015.0,estat-manufacturing
0003095121,出荷 販売,合計 (t),493686.0,estat-manufacturing
0003095121,出荷 販売,普通鋼 (t),139040.0,estat-manufacturing
0003095121,出荷 販売,特殊鋼 (t),354646.0,estat-manufacturing
0003095121,出荷 その他,合計 (t),9825.0,estat-manufacturing
0003095121,出荷 その他,普通鋼 (t),2874.0,estat-manufacturing
0003095121,出荷 その他,特殊鋼 (t),6951.0,estat-manufacturing
0003095121,在庫,合計 (t),21933.0,estat-manufacturing
0003095121,在庫,普通鋼 (t),9216.0,estat-manufacturing
0003095121,在庫,特殊鋼 (t),12717.0,estat-manufacturing
0003095236,生産,磨帯鋼 (t),146686.0,estat-manufacturing
0003095236,生産,冷延広幅帯鋼 (t),23773488.0,estat-manufacturing
0003095236,生産,冷延鋼板 (t),32512.0,estat-manufacturing
0003095236,生産,冷延電気鋼帯 (t),1901765.0,estat-manufacturing
0003095236,生産,磨棒鋼 (t),205990.0,estat-manufacturing
