industry_or_category,indicator,value,year,source_id
現金給与総額　構成比 （％） / 鉄鋼業,—,3.8,—,estat-corporate
現金給与総額　構成比 （％） / 非鉄金属製造業,—,2.1,—,estat-corporate
現金給与総額　構成比 （％） / 金属製品製造業,—,7.3,—,estat-corporate
現金給与総額　構成比 （％） / はん用機械器具製造業,—,5.1,—,estat-corporate
現金給与総額　構成比 （％） / 生産用機械器具製造業,—,8.3,—,estat-corporate
現金給与総額　構成比 （％） / 業務用機械器具製造業,—,3.1,—,estat-corporate
現金給与総額　構成比 （％） / 電子部品・デバイス・電子回路製造業,—,7.0,—,estat-corporate
現金給与総額　構成比 （％） / 電気機械器具製造業,—,6.5,—,estat-corporate
現金給与総額　構成比 （％） / 情報通信機械器具製造業,—,3.4,—,estat-corporate
現金給与総額　構成比 （％） / 輸送用機械器具製造業,—,16.1,—,estat-corporate
現金給与総額　構成比 （％） / その他の製造業,—,1.9,—,estat-corporate
原材料使用額等　金額 （百万円） / 製造業計,—,216223265.0,—,estat-corporate
原材料使用額等　金額 （百万円） / 食料品製造業,—,15147556.0,—,estat-corporate
原材料使用額等　金額 （百万円） / 飲料・たばこ・飼料製造業,—,3764743.0,—,estat-corporate
原材料使用額等　金額 （百万円） / 繊維工業,—,2596512.0,—,estat-corporate
原材料使用額等　金額 （百万円） / 木材・木製品製造業（家具を除く）,—,1655523.0,—,estat-corporate
原材料使用額等　金額 （百万円） / 家具・装備品製造業,—,1138438.0,—,estat-corporate
原材料使用額等　金額 （百万円） / パルプ・紙・紙加工品製造業,—,5007311.0,—,estat-corporate
原材料使用額等　金額 （百万円） / 印刷・同関連業,—,3499717.0,—,estat-corporate
原材料使用額等　金額 （百万円） / 化学工業,—,16967862.0,—,estat-corporate
原材料使用額等　金額 （百万円） / 石油製品・石炭製品製造業,—,11334859.0,—,estat-corporate
原材料使用額等　金額 （百万円） / プラスチック製品製造業（別掲を除く）,—,7240274.0,—,estat-corporate
原材料使用額等　金額 （百万円） / ゴム製品製造業,—,2007331.0,—,estat-corporate
原材料使用額等　金額 （百万円） / なめし革・同製品・毛皮製造業,—,293822.0,—,estat-corporate
原材料使用額等　金額 （百万円） / 窯業・土石製品製造業,—,4119324.0,—,estat-corporate
原材料使用額等　金額 （百万円） / 鉄鋼業,—,17728832.0,—,estat-corporate
原材料使用額等　金額 （百万円） / 非鉄金属製造業,—,7811552.0,—,estat-corporate
原材料使用額等　金額 （百万円） / 金属製品製造業,—,8595760.0,—,estat-corporate
原材料使用額等　金額 （百万円） / はん用機械器具製造業,—,7332587.0,—,estat-corporate
原材料使用額等　金額 （百万円） / 生産用機械器具製造業,—,11466146.0,—,estat-corporate
原材料使用額等　金額 （百万円） / 業務用機械器具製造業,—,5181572.0,—,estat-corporate
原材料使用額等　金額 （百万円） / 電子部品・デバイス・電子回路製造業,—,12778667.0,—,estat-corporate
原材料使用額等　金額 （百万円） / 電気機械器具製造業,—,10383914.0,—,estat-corporate
原材料使用額等　金額 （百万円） / 情報通信機械器具製造業,—,10753131.0,—,estat-corporate
原材料使用額等　金額 （百万円） / 輸送用機械器具製造業,—,46569297.0,—,estat-corporate
原材料使用額等　金額 （百万円） / その他の製造業,—,2848535.0,—,estat-corporate
原材料使用額等　前年比 （％） / 製造業計,—,2.4,—,estat-corporate
原材料使用額等　前年比 （％） / 食料品製造業,—,4.2,—,estat-corporate
原材料使用額等　前年比 （％） / 飲料・たばこ・飼料製造業,—,5.4,—,estat-corporate
原材料使用額等　前年比 （％） / 繊維工業,—,-1.5,—,estat-corporate
原材料使用額等　前年比 （％） / 木材・木製品製造業（家具を除く）,—,-7.4,—,estat-corporate
原材料使用額等　前年比 （％） / 家具・装備品製造業,—,-10.5,—,estat-corporate
原材料使用額等　前年比 （％） / パルプ・紙・紙加工品製造業,—,4.7,—,estat-corporate
原材料使用額等　前年比 （％） / 印刷・同関連業,—,-2.0,—,estat-corporate
原材料使用額等　前年比 （％） / 化学工業,—,6.2,—,estat-corporate
原材料使用額等　前年比 （％） / 石油製品・石炭製品製造業,—,6.4,—,estat-corporate
原材料使用額等　前年比 （％） / プラスチック製品製造業（別掲を除く）,—,-0.5,—,estat-corporate
原材料使用額等　前年比 （％） / ゴム製品製造業,—,4.1,—,estat-corporate
原材料使用額等　前年比 （％） / なめし革・同製品・毛皮製造業,—,-3.3,—,estat-corporate
原材料使用額等　前年比 （％） / 窯業・土石製品製造業,—,1.4,—,estat-corporate
原材料使用額等　前年比 （％） / 鉄鋼業,—,17.7,—,estat-corporate
原材料使用額等　前年比 （％） / 非鉄金属製造業,—,-1.0,—,estat-corporate
原材料使用額等　前年比 （％） / 金属製品製造業,—,-1.1,—,estat-corporate
原材料使用額等　前年比 （％） / はん用機械器具製造業,—,0.0,—,estat-corporate
原材料使用額等　前年比 （％） / 生産用機械器具製造業,—,0.5,—,estat-corporate
原材料使用額等　前年比 （％） / 業務用機械器具製造業,—,-2.8,—,estat-corporate
原材料使用額等　前年比 （％） / 電子部品・デバイス・電子回路製造業,—,-1.7,—,estat-corporate
原材料使用額等　前年比 （％） / 電気機械器具製造業,—,-4.0,—,estat-corporate
原材料使用額等　前年比 （％） / 情報通信機械器具製造業,—,-6.9,—,estat-corporate
原材料使用額等　前年比 （％） / 輸送用機械器具製造業,—,3.8,—,estat-corporate
原材料使用額等　前年比 （％） / その他の製造業,—,2.7,—,estat-corporate
原材料使用額等　構成比 （％） / 製造業計,—,100.0,—,estat-corporate
原材料使用額等　構成比 （％） / 食料品製造業,—,7.0,—,estat-corporate
原材料使用額等　構成比 （％） / 飲料・たばこ・飼料製造業,—,1.7,—,estat-corporate
原材料使用額等　構成比 （％） / 繊維工業,—,1.2,—,estat-corporate
原材料使用額等　構成比 （％） / 木材・木製品製造業（家具を除く）,—,0.8,—,estat-corporate
原材料使用額等　構成比 （％） / 家具・装備品製造業,—,0.5,—,estat-corporate
原材料使用額等　構成比 （％） / パルプ・紙・紙加工品製造業,—,2.3,—,estat-corporate
原材料使用額等　構成比 （％） / 印刷・同関連業,—,1.6,—,estat-corporate
原材料使用額等　構成比 （％） / 化学工業,—,7.8,—,estat-corporate
原材料使用額等　構成比 （％） / 石油製品・石炭製品製造業,—,5.2,—,estat-corporate
原材料使用額等　構成比 （％） / プラスチック製品製造業（別掲を除く）,—,3.3,—,estat-corporate
原材料使用額等　構成比 （％） / ゴム製品製造業,—,0.9,—,estat-corporate
原材料使用額等　構成比 （％） / なめし革・同製品・毛皮製造業,—,0.1,—,estat-corporate
原材料使用額等　構成比 （％） / 窯業・土石製品製造業,—,1.9,—,estat-corporate
原材料使用額等　構成比 （％） / 鉄鋼業,—,8.2,—,estat-corporate
原材料使用額等　構成比 （％） / 非鉄金属製造業,—,3.6,—,estat-corporate
原材料使用額等　構成比 （％） / 金属製品製造業,—,4.0,—,estat-corporate
原材料使用額等　構成比 （％） / はん用機械器具製造業,—,3.4,—,estat-corporate
原材料使用額等　構成比 （％） / 生産用機械器具製造業,—,5.3,—,estat-corporate
原材料使用額等　構成比 （％） / 業務用機械器具製造業,—,2.4,—,estat-corporate
原材料使用額等　構成比 （％） / 電子部品・デバイス・電子回路製造業,—,5.9,—,estat-corporate
原材料使用額等　構成比 （％） / 電気機械器具製造業,—,4.8,—,estat-corporate
原材料使用額等　構成比 （％） / 情報通信機械器具製造業,—,5.0,—,estat-corporate
原材料使用額等　構成比 （％） / 輸送用機械器具製造業,—,21.5,—,estat-corporate
原材料使用額等　構成比 （％） / その他の製造業,—,1.3,—,estat-corporate
製造品出荷額等　金額 （百万円） / 製造業計,—,334016041.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / 食料品製造業,—,24611530.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / 飲料・たばこ・飼料製造業,—,9818583.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / 繊維工業,—,4676003.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / 木材・木製品製造業（家具を除く）,—,2559037.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / 家具・装備品製造業,—,2037464.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / パルプ・紙・紙加工品製造業,—,7763733.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / 印刷・同関連業,—,6705292.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / 化学工業,—,28101535.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / 石油製品・石炭製品製造業,—,14005795.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / プラスチック製品製造業（別掲を除く）,—,11977850.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / ゴム製品製造業,—,3474133.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / なめし革・同製品・毛皮製造業,—,469373.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / 窯業・土石製品製造業,—,8104376.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / 鉄鋼業,—,24232375.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / 非鉄金属製造業,—,10354653.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / 金属製品製造業,—,15092379.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / はん用機械器具製造業,—,12349657.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / 生産用機械器具製造業,—,19069468.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / 業務用機械器具製造業,—,8518812.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / 電子部品・デバイス・電子回路製造業,—,20457830.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / 電気機械器具製造業,—,16770580.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / 情報通信機械器具製造業,—,14479629.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / 輸送用機械器具製造業,—,63695387.0,—,estat-corporate
製造品出荷額等　金額 （百万円） / その他の製造業,—,4690567.0,—,estat-corporate
製造品出荷額等　前年比 （％） / 製造業計,—,-0.8,—,estat-corporate
製造品出荷額等　前年比 （％） / 食料品製造業,—,1.7,—,estat-corporate
製造品出荷額等　前年比 （％） / 飲料・たばこ・飼料製造業,—,-4.1,—,estat-corporate
製造品出荷額等　前年比 （％） / 繊維工業,—,-3.9,—,estat-corporate
