category,indicator,value,year,source_id
総数 / ５５～５９歳 / １３　筋骨格系及び結合組織の疾患,総患者数,375.0,2008,estat-medical
総数 / ５５～５９歳 / １３　筋骨格系及び結合組織の疾患（炎症性多発性関節障害（再掲））,総患者数,64.0,2008,estat-medical
総数 / ５５～５９歳 / １３　筋骨格系及び結合組織の疾患（関節症（再掲））,総患者数,73.0,2008,estat-medical
総数 / ５５～５９歳 / １３　筋骨格系及び結合組織の疾患（脊柱障害（再掲））,総患者数,163.0,2008,estat-medical
総数 / ５５～５９歳 / １３　筋骨格系及び結合組織の疾患（骨の密度及び構造の障害（再掲））,総患者数,19.0,2008,estat-medical
総数 / ５５～５９歳 / １４　腎尿路生殖器系の疾患,総患者数,108.0,2008,estat-medical
総数 / ５５～５９歳 / １４　腎尿路生殖器系の疾患（糸球体疾患，腎尿細管間質性疾患及び腎不全（再掲））,総患者数,46.0,2008,estat-medical
総数 / ５５～５９歳 / １４　腎尿路生殖器系の疾患（前立腺肥大（症）（再掲））,総患者数,19.0,2008,estat-medical
総数 / ５５～５９歳 / １４　腎尿路生殖器系の疾患（乳房及び女性生殖器の疾患（再掲））,総患者数,37.0,2008,estat-medical
総数 / ５５～５９歳 / １７　先天奇形，変形及び染色体異常,総患者数,3.0,2008,estat-medical
総数 / ５５～５９歳 / １８　症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの,総患者数,43.0,2008,estat-medical
総数 / ５５～５９歳 / １９　損傷，中毒及びその他の外因の影響,総患者数,77.0,2008,estat-medical
総数 / ５５～５９歳 / １９　損傷，中毒及びその他の外因の影響（骨折（再掲））,総患者数,33.0,2008,estat-medical
総数 / ５５～５９歳 / ２１　健康状態に影響を及ぼす要因及び保健サービスの利用,総患者数,248.0,2008,estat-medical
総数 / ５５～５９歳 / ２１　健康状態に影響を及ぼす要因及び保健サービスの利用（歯の補てつ（再掲））,総患者数,197.0,2008,estat-medical
総数 / ６０～６４歳 / １　感染症及び寄生虫症,総患者数,111.0,2008,estat-medical
総数 / ６０～６４歳 / １　感染症及び寄生虫症（腸管感染症（再掲））,総患者数,4.0,2008,estat-medical
総数 / ６０～６４歳 / １　感染症及び寄生虫症（結核（再掲））,総患者数,4.0,2008,estat-medical
総数 / ６０～６４歳 / １　感染症及び寄生虫症（皮膚及び粘膜の病変を伴うウイルス疾患（再掲））,総患者数,14.0,2008,estat-medical
総数 / ６０～６４歳 / １　感染症及び寄生虫症（真菌症（再掲））,総患者数,48.0,2008,estat-medical
総数 / ６０～６４歳 / ２　新生物,総患者数,217.0,2008,estat-medical
総数 / ６０～６４歳 / ２　新生物（（悪性新生物）（再掲））,総患者数,178.0,2008,estat-medical
総数 / ６０～６４歳 / ２　新生物（胃の悪性新生物（再掲））,総患者数,25.0,2008,estat-medical
総数 / ６０～６４歳 / ２　新生物（結腸及び直腸の悪性新生物（再掲））,総患者数,30.0,2008,estat-medical
総数 / ６０～６４歳 / ２　新生物（気管，気管支及び肺の悪性新生物（再掲））,総患者数,17.0,2008,estat-medical
総数 / ６０～６４歳 / ３　血液及び造血器の疾患並びに免疫機構の障害,総患者数,12.0,2008,estat-medical
総数 / ６０～６４歳 / ４　内分泌，栄養及び代謝疾患,総患者数,630.0,2008,estat-medical
総数 / ６０～６４歳 / ４　内分泌，栄養及び代謝疾患（甲状腺障害（再掲））,総患者数,40.0,2008,estat-medical
総数 / ６０～６４歳 / ４　内分泌，栄養及び代謝疾患（糖尿病（再掲））,総患者数,355.0,2008,estat-medical
総数 / ６０～６４歳 / ５　精神及び行動の障害,総患者数,232.0,2008,estat-medical
総数 / ６０～６４歳 / ５　精神及び行動の障害（統合失調症，統合失調症型障害及び妄想性障害（再掲））,総患者数,82.0,2008,estat-medical
総数 / ６０～６４歳 / ５　精神及び行動の障害（気分［感情］障害（躁うつ病を含む）（再掲））,総患者数,89.0,2008,estat-medical
総数 / ６０～６４歳 / 総患者数,総患者数,47.0,2008,estat-medical
総数 / ６０～６４歳 / ６　神経系の疾患,総患者数,105.0,2008,estat-medical
総数 / ６０～６４歳 / ７　眼及び付属器の疾患,総患者数,209.0,2008,estat-medical
総数 / ６０～６４歳 / ７　眼及び付属器の疾患（白内障（再掲））,総患者数,50.0,2008,estat-medical
総数 / ６０～６４歳 / ８　耳及び乳様突起の疾患,総患者数,57.0,2008,estat-medical
総数 / ６０～６４歳 / ９　循環器系の疾患,総患者数,1348.0,2008,estat-medical
総数 / ６０～６４歳 / ９　循環器系の疾患（高血圧性疾患（再掲））,総患者数,1063.0,2008,estat-medical
総数 / ６０～６４歳 / ９　循環器系の疾患（（心疾患（高血圧性のものを除く））（再掲））,総患者数,147.0,2008,estat-medical
総数 / ６０～６４歳 / ９　循環器系の疾患（虚血性心疾患（再掲））,総患者数,76.0,2008,estat-medical
総数 / ６０～６４歳 / ９　循環器系の疾患（脳血管疾患（再掲））,総患者数,106.0,2008,estat-medical
総数 / ６０～６４歳 / １０　呼吸器系の疾患,総患者数,184.0,2008,estat-medical
総数 / ６０～６４歳 / １０　呼吸器系の疾患（急性上気道感染症（再掲））,総患者数,40.0,2008,estat-medical
総数 / ６０～６４歳 / １０　呼吸器系の疾患（肺炎（再掲））,総患者数,3.0,2008,estat-medical
総数 / ６０～６４歳 / １０　呼吸器系の疾患（急性気管支炎及び急性細気管支炎（再掲））,総患者数,12.0,2008,estat-medical
総数 / ６０～６４歳 / １０　呼吸器系の疾患（気管支炎及び慢性閉塞性肺疾患（再掲））,総患者数,16.0,2008,estat-medical
総数 / ６０～６４歳 / １０　呼吸器系の疾患（喘息（再掲））,総患者数,51.0,2008,estat-medical
総数 / ６０～６４歳 / １１　消化器系の疾患,総患者数,873.0,2008,estat-medical
総数 / ６０～６４歳 / １１　消化器系の疾患（う蝕（再掲））,総患者数,140.0,2008,estat-medical
総数 / ６０～６４歳 / １１　消化器系の疾患（歯肉炎及び歯周疾患（再掲））,総患者数,336.0,2008,estat-medical
総数 / ６０～６４歳 / １１　消化器系の疾患（胃潰瘍及び十二指腸潰瘍（再掲））,総患者数,61.0,2008,estat-medical
総数 / ６０～６４歳 / １１　消化器系の疾患（胃炎及び十二指腸炎（再掲））,総患者数,57.0,2008,estat-medical
総数 / ６０～６４歳 / １１　消化器系の疾患（肝疾患（再掲））,総患者数,33.0,2008,estat-medical
総数 / ６０～６４歳 / １２　皮膚及び皮下組織の疾患,総患者数,120.0,2008,estat-medical
総数 / ６０～６４歳 / １３　筋骨格系及び結合組織の疾患,総患者数,482.0,2008,estat-medical
総数 / ６０～６４歳 / １３　筋骨格系及び結合組織の疾患（炎症性多発性関節障害（再掲））,総患者数,64.0,2008,estat-medical
総数 / ６０～６４歳 / １３　筋骨格系及び結合組織の疾患（関節症（再掲））,総患者数,105.0,2008,estat-medical
総数 / ６０～６４歳 / １３　筋骨格系及び結合組織の疾患（脊柱障害（再掲））,総患者数,208.0,2008,estat-medical
総数 / ６０～６４歳 / １３　筋骨格系及び結合組織の疾患（骨の密度及び構造の障害（再掲））,総患者数,33.0,2008,estat-medical
総数 / ６０～６４歳 / １４　腎尿路生殖器系の疾患,総患者数,126.0,2008,estat-medical
総数 / ６０～６４歳 / １４　腎尿路生殖器系の疾患（糸球体疾患，腎尿細管間質性疾患及び腎不全（再掲））,総患者数,54.0,2008,estat-medical
総数 / ６０～６４歳 / １４　腎尿路生殖器系の疾患（前立腺肥大（症）（再掲））,総患者数,38.0,2008,estat-medical
総数 / ６０～６４歳 / １４　腎尿路生殖器系の疾患（乳房及び女性生殖器の疾患（再掲））,総患者数,27.0,2008,estat-medical
総数 / ６０～６４歳 / １７　先天奇形，変形及び染色体異常,総患者数,4.0,2008,estat-medical
総数 / ６０～６４歳 / １８　症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの,総患者数,48.0,2008,estat-medical
総数 / ６０～６４歳 / １９　損傷，中毒及びその他の外因の影響,総患者数,83.0,2008,estat-medical
総数 / ６０～６４歳 / １９　損傷，中毒及びその他の外因の影響（骨折（再掲））,総患者数,34.0,2008,estat-medical
総数 / ６０～６４歳 / ２１　健康状態に影響を及ぼす要因及び保健サービスの利用,総患者数,283.0,2008,estat-medical
総数 / ６０～６４歳 / ２１　健康状態に影響を及ぼす要因及び保健サービスの利用（歯の補てつ（再掲））,総患者数,240.0,2008,estat-medical
総数 / ６５～６９歳 / １　感染症及び寄生虫症,総患者数,131.0,2008,estat-medical
総数 / ６５～６９歳 / １　感染症及び寄生虫症（腸管感染症（再掲））,総患者数,4.0,2008,estat-medical
総数 / ６５～６９歳 / １　感染症及び寄生虫症（結核（再掲））,総患者数,3.0,2008,estat-medical
総数 / ６５～６９歳 / １　感染症及び寄生虫症（皮膚及び粘膜の病変を伴うウイルス疾患（再掲））,総患者数,15.0,2008,estat-medical
総数 / ６５～６９歳 / １　感染症及び寄生虫症（真菌症（再掲））,総患者数,55.0,2008,estat-medical
総数 / ６５～６９歳 / ２　新生物,総患者数,244.0,2008,estat-medical
総数 / ６５～６９歳 / ２　新生物（（悪性新生物）（再掲））,総患者数,211.0,2008,estat-medical
総数 / ６５～６９歳 / ２　新生物（胃の悪性新生物（再掲））,総患者数,31.0,2008,estat-medical
総数 / ６５～６９歳 / ２　新生物（結腸及び直腸の悪性新生物（再掲））,総患者数,33.0,2008,estat-medical
総数 / ６５～６９歳 / ２　新生物（気管，気管支及び肺の悪性新生物（再掲））,総患者数,22.0,2008,estat-medical
総数 / ６５～６９歳 / ３　血液及び造血器の疾患並びに免疫機構の障害,総患者数,13.0,2008,estat-medical
総数 / ６５～６９歳 / ４　内分泌，栄養及び代謝疾患,総患者数,700.0,2008,estat-medical
総数 / ６５～６９歳 / ４　内分泌，栄養及び代謝疾患（甲状腺障害（再掲））,総患者数,32.0,2008,estat-medical
総数 / ６５～６９歳 / ４　内分泌，栄養及び代謝疾患（糖尿病（再掲））,総患者数,385.0,2008,estat-medical
総数 / ６５～６９歳 / ５　精神及び行動の障害,総患者数,215.0,2008,estat-medical
総数 / ６５～６９歳 / ５　精神及び行動の障害（統合失調症，統合失調症型障害及び妄想性障害（再掲））,総患者数,61.0,2008,estat-medical
総数 / ６５～６９歳 / ５　精神及び行動の障害（気分［感情］障害（躁うつ病を含む）（再掲））,総患者数,88.0,2008,estat-medical
総数 / ６５～６９歳 / 総患者数,総患者数,44.0,2008,estat-medical
総数 / ６５～６９歳 / ６　神経系の疾患,総患者数,117.0,2008,estat-medical
総数 / ６５～６９歳 / ７　眼及び付属器の疾患,総患者数,311.0,2008,estat-medical
総数 / ６５～６９歳 / ７　眼及び付属器の疾患（白内障（再掲））,総患者数,119.0,2008,estat-medical
総数 / ６５～６９歳 / ８　耳及び乳様突起の疾患,総患者数,69.0,2008,estat-medical
総数 / ６５～６９歳 / ９　循環器系の疾患,総患者数,1618.0,2008,estat-medical
総数 / ６５～６９歳 / ９　循環器系の疾患（高血圧性疾患（再掲））,総患者数,1215.0,2008,estat-medical
総数 / ６５～６９歳 / ９　循環器系の疾患（（心疾患（高血圧性のものを除く））（再掲））,総患者数,201.0,2008,estat-medical
総数 / ６５～６９歳 / ９　循環器系の疾患（虚血性心疾患（再掲））,総患者数,110.0,2008,estat-medical
総数 / ６５～６９歳 / ９　循環器系の疾患（脳血管疾患（再掲））,総患者数,160.0,2008,estat-medical
総数 / ６５～６９歳 / １０　呼吸器系の疾患,総患者数,179.0,2008,estat-medical
総数 / ６５～６９歳 / １０　呼吸器系の疾患（急性上気道感染症（再掲））,総患者数,32.0,2008,estat-medical
総数 / ６５～６９歳 / １０　呼吸器系の疾患（肺炎（再掲））,総患者数,4.0,2008,estat-medical
総数 / ６５～６９歳 / １０　呼吸器系の疾患（急性気管支炎及び急性細気管支炎（再掲））,総患者数,13.0,2008,estat-medical
総数 / ６５～６９歳 / １０　呼吸器系の疾患（気管支炎及び慢性閉塞性肺疾患（再掲））,総患者数,21.0,2008,estat-medical
総数 / ６５～６９歳 / １０　呼吸器系の疾患（喘息（再掲））,総患者数,46.0,2008,estat-medical
総数 / ６５～６９歳 / １１　消化器系の疾患,総患者数,845.0,2008,estat-medical
総数 / ６５～６９歳 / １１　消化器系の疾患（う蝕（再掲））,総患者数,95.0,2008,estat-medical
総数 / ６５～６９歳 / １１　消化器系の疾患（歯肉炎及び歯周疾患（再掲））,総患者数,308.0,2008,estat-medical
総数 / ６５～６９歳 / １１　消化器系の疾患（胃潰瘍及び十二指腸潰瘍（再掲））,総患者数,77.0,2008,estat-medical
総数 / ６５～６９歳 / １１　消化器系の疾患（胃炎及び十二指腸炎（再掲））,総患者数,75.0,2008,estat-medical
総数 / ６５～６９歳 / １１　消化器系の疾患（肝疾患（再掲））,総患者数,32.0,2008,estat-medical
総数 / ６５～６９歳 / １２　皮膚及び皮下組織の疾患,総患者数,117.0,2008,estat-medical
総数 / ６５～６９歳 / １３　筋骨格系及び結合組織の疾患,総患者数,631.0,2008,estat-medical
総数 / ６５～６９歳 / １３　筋骨格系及び結合組織の疾患（炎症性多発性関節障害（再掲））,総患者数,70.0,2008,estat-medical
総数 / ６５～６９歳 / １３　筋骨格系及び結合組織の疾患（関節症（再掲））,総患者数,144.0,2008,estat-medical
総数 / ６５～６９歳 / １３　筋骨格系及び結合組織の疾患（脊柱障害（再掲））,総患者数,273.0,2008,estat-medical
総数 / ６５～６９歳 / １３　筋骨格系及び結合組織の疾患（骨の密度及び構造の障害（再掲））,総患者数,61.0,2008,estat-medical
総数 / ６５～６９歳 / １４　腎尿路生殖器系の疾患,総患者数,151.0,2008,estat-medical
総数 / ６５～６９歳 / １４　腎尿路生殖器系の疾患（糸球体疾患，腎尿細管間質性疾患及び腎不全（再掲））,総患者数,56.0,2008,estat-medical
総数 / ６５～６９歳 / １４　腎尿路生殖器系の疾患（前立腺肥大（症）（再掲））,総患者数,64.0,2008,estat-medical
総数 / ６５～６９歳 / １４　腎尿路生殖器系の疾患（乳房及び女性生殖器の疾患（再掲））,総患者数,16.0,2008,estat-medical
総数 / ６５～６９歳 / １７　先天奇形，変形及び染色体異常,総患者数,4.0,2008,estat-medical
総数 / ６５～６９歳 / １８　症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの,総患者数,58.0,2008,estat-medical
総数 / ６５～６９歳 / １９　損傷，中毒及びその他の外因の影響,総患者数,95.0,2008,estat-medical
総数 / ６５～６９歳 / １９　損傷，中毒及びその他の外因の影響（骨折（再掲））,総患者数,40.0,2008,estat-medical
総数 / ６５～６９歳 / ２１　健康状態に影響を及ぼす要因及び保健サービスの利用,総患者数,311.0,2008,estat-medical
総数 / ６５～６９歳 / ２１　健康状態に影響を及ぼす要因及び保健サービスの利用（歯の補てつ（再掲））,総患者数,238.0,2008,estat-medical
総数 / ７０～７４歳 / １　感染症及び寄生虫症,総患者数,130.0,2008,estat-medical
総数 / ７０～７４歳 / １　感染症及び寄生虫症（腸管感染症（再掲））,総患者数,6.0,2008,estat-medical
総数 / ７０～７４歳 / １　感染症及び寄生虫症（結核（再掲））,総患者数,3.0,2008,estat-medical
総数 / ７０～７４歳 / １　感染症及び寄生虫症（皮膚及び粘膜の病変を伴うウイルス疾患（再掲））,総患者数,18.0,2008,estat-medical
総数 / ７０～７４歳 / １　感染症及び寄生虫症（真菌症（再掲））,総患者数,55.0,2008,estat-medical
総数 / ７０～７４歳 / ２　新生物,総患者数,285.0,2008,estat-medical
総数 / ７０～７４歳 / ２　新生物（（悪性新生物）（再掲））,総患者数,250.0,2008,estat-medical
総数 / ７０～７４歳 / ２　新生物（胃の悪性新生物（再掲））,総患者数,40.0,2008,estat-medical
総数 / ７０～７４歳 / ２　新生物（結腸及び直腸の悪性新生物（再掲））,総患者数,40.0,2008,estat-medical
総数 / ７０～７４歳 / ２　新生物（気管，気管支及び肺の悪性新生物（再掲））,総患者数,23.0,2008,estat-medical
総数 / ７０～７４歳 / ３　血液及び造血器の疾患並びに免疫機構の障害,総患者数,13.0,2008,estat-medical
総数 / ７０～７４歳 / ４　内分泌，栄養及び代謝疾患,総患者数,709.0,2008,estat-medical
総数 / ７０～７４歳 / ４　内分泌，栄養及び代謝疾患（甲状腺障害（再掲））,総患者数,37.0,2008,estat-medical
総数 / ７０～７４歳 / ４　内分泌，栄養及び代謝疾患（糖尿病（再掲））,総患者数,409.0,2008,estat-medical
総数 / ７０～７４歳 / ５　精神及び行動の障害,総患者数,203.0,2008,estat-medical
総数 / ７０～７４歳 / ５　精神及び行動の障害（統合失調症，統合失調症型障害及び妄想性障害（再掲））,総患者数,48.0,2008,estat-medical
総数 / ７０～７４歳 / ５　精神及び行動の障害（気分［感情］障害（躁うつ病を含む）（再掲））,総患者数,88.0,2008,estat-medical
総数 / ７０～７４歳 / 総患者数,総患者数,44.0,2008,estat-medical
総数 / ７０～７４歳 / ６　神経系の疾患,総患者数,152.0,2008,estat-medical
総数 / ７０～７４歳 / ７　眼及び付属器の疾患,総患者数,489.0,2008,estat-medical
総数 / ７０～７４歳 / ７　眼及び付属器の疾患（白内障（再掲））,総患者数,225.0,2008,estat-medical
総数 / ７０～７４歳 / ８　耳及び乳様突起の疾患,総患者数,77.0,2008,estat-medical
総数 / ７０～７４歳 / ９　循環器系の疾患,総患者数,1859.0,2008,estat-medical
総数 / ７０～７４歳 / ９　循環器系の疾患（高血圧性疾患（再掲））,総患者数,1339.0,2008,estat-medical
総数 / ７０～７４歳 / ９　循環器系の疾患（（心疾患（高血圧性のものを除く））（再掲））,総患者数,247.0,2008,estat-medical
総数 / ７０～７４歳 / ９　循環器系の疾患（虚血性心疾患（再掲））,総患者数,141.0,2008,estat-medical
総数 / ７０～７４歳 / ９　循環器系の疾患（脳血管疾患（再掲））,総患者数,217.0,2008,estat-medical
総数 / ７０～７４歳 / １０　呼吸器系の疾患,総患者数,232.0,2008,estat-medical
総数 / ７０～７４歳 / １０　呼吸器系の疾患（急性上気道感染症（再掲））,総患者数,35.0,2008,estat-medical
総数 / ７０～７４歳 / １０　呼吸器系の疾患（肺炎（再掲））,総患者数,7.0,2008,estat-medical
総数 / ７０～７４歳 / １０　呼吸器系の疾患（急性気管支炎及び急性細気管支炎（再掲））,総患者数,14.0,2008,estat-medical
総数 / ７０～７４歳 / １０　呼吸器系の疾患（気管支炎及び慢性閉塞性肺疾患（再掲））,総患者数,32.0,2008,estat-medical
総数 / ７０～７４歳 / １０　呼吸器系の疾患（喘息（再掲））,総患者数,68.0,2008,estat-medical
総数 / ７０～７４歳 / １１　消化器系の疾患,総患者数,839.0,2008,estat-medical
総数 / ７０～７４歳 / １１　消化器系の疾患（う蝕（再掲））,総患者数,83.0,2008,estat-medical
総数 / ７０～７４歳 / １１　消化器系の疾患（歯肉炎及び歯周疾患（再掲））,総患者数,281.0,2008,estat-medical
総数 / ７０～７４歳 / １１　消化器系の疾患（胃潰瘍及び十二指腸潰瘍（再掲））,総患者数,76.0,2008,estat-medical
総数 / ７０～７４歳 / １１　消化器系の疾患（胃炎及び十二指腸炎（再掲））,総患者数,88.0,2008,estat-medical
総数 / ７０～７４歳 / １１　消化器系の疾患（肝疾患（再掲））,総患者数,40.0,2008,estat-medical
総数 / ７０～７４歳 / １２　皮膚及び皮下組織の疾患,総患者数,141.0,2008,estat-medical
総数 / ７０～７４歳 / １３　筋骨格系及び結合組織の疾患,総患者数,861.0,2008,estat-medical
総数 / ７０～７４歳 / １３　筋骨格系及び結合組織の疾患（炎症性多発性関節障害（再掲））,総患者数,64.0,2008,estat-medical
総数 / ７０～７４歳 / １３　筋骨格系及び結合組織の疾患（関節症（再掲））,総患者数,234.0,2008,estat-medical
総数 / ７０～７４歳 / １３　筋骨格系及び結合組織の疾患（脊柱障害（再掲））,総患者数,372.0,2008,estat-medical
総数 / ７０～７４歳 / １３　筋骨格系及び結合組織の疾患（骨の密度及び構造の障害（再掲））,総患者数,102.0,2008,estat-medical
総数 / ７０～７４歳 / １４　腎尿路生殖器系の疾患,総患者数,189.0,2008,estat-medical
総数 / ７０～７４歳 / １４　腎尿路生殖器系の疾患（糸球体疾患，腎尿細管間質性疾患及び腎不全（再掲））,総患者数,55.0,2008,estat-medical
総数 / ７０～７４歳 / １４　腎尿路生殖器系の疾患（前立腺肥大（症）（再掲））,総患者数,98.0,2008,estat-medical
総数 / ７０～７４歳 / １４　腎尿路生殖器系の疾患（乳房及び女性生殖器の疾患（再掲））,総患者数,18.0,2008,estat-medical
総数 / ７０～７４歳 / １７　先天奇形，変形及び染色体異常,総患者数,3.0,2008,estat-medical
総数 / ７０～７４歳 / １８　症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの,総患者数,65.0,2008,estat-medical
総数 / ７０～７４歳 / １９　損傷，中毒及びその他の外因の影響,総患者数,104.0,2008,estat-medical
総数 / ７０～７４歳 / １９　損傷，中毒及びその他の外因の影響（骨折（再掲））,総患者数,53.0,2008,estat-medical
総数 / ７０～７４歳 / ２１　健康状態に影響を及ぼす要因及び保健サービスの利用,総患者数,338.0,2008,estat-medical
総数 / ７０～７４歳 / ２１　健康状態に影響を及ぼす要因及び保健サービスの利用（歯の補てつ（再掲））,総患者数,255.0,2008,estat-medical
総数 / ７５～７９歳 / １　感染症及び寄生虫症,総患者数,110.0,2008,estat-medical
総数 / ７５～７９歳 / １　感染症及び寄生虫症（腸管感染症（再掲））,総患者数,4.0,2008,estat-medical
総数 / ７５～７９歳 / １　感染症及び寄生虫症（結核（再掲））,総患者数,3.0,2008,estat-medical
総数 / ７５～７９歳 / １　感染症及び寄生虫症（皮膚及び粘膜の病変を伴うウイルス疾患（再掲））,総患者数,11.0,2008,estat-medical
総数 / ７５～７９歳 / １　感染症及び寄生虫症（真菌症（再掲））,総患者数,43.0,2008,estat-medical
総数 / ７５～７９歳 / ２　新生物,総患者数,283.0,2008,estat-medical
総数 / ７５～７９歳 / ２　新生物（（悪性新生物）（再掲））,総患者数,254.0,2008,estat-medical
総数 / ７５～７９歳 / ２　新生物（胃の悪性新生物（再掲））,総患者数,41.0,2008,estat-medical
総数 / ７５～７９歳 / ２　新生物（結腸及び直腸の悪性新生物（再掲））,総患者数,41.0,2008,estat-medical
総数 / ７５～７９歳 / ２　新生物（気管，気管支及び肺の悪性新生物（再掲））,総患者数,24.0,2008,estat-medical
総数 / ７５～７９歳 / ３　血液及び造血器の疾患並びに免疫機構の障害,総患者数,14.0,2008,estat-medical
総数 / ７５～７９歳 / ４　内分泌，栄養及び代謝疾患,総患者数,542.0,2008,estat-medical
総数 / ７５～７９歳 / ４　内分泌，栄養及び代謝疾患（甲状腺障害（再掲））,総患者数,21.0,2008,estat-medical
総数 / ７５～７９歳 / ４　内分泌，栄養及び代謝疾患（糖尿病（再掲））,総患者数,313.0,2008,estat-medical
総数 / ７５～７９歳 / ５　精神及び行動の障害,総患者数,171.0,2008,estat-medical
総数 / ７５～７９歳 / ５　精神及び行動の障害（統合失調症，統合失調症型障害及び妄想性障害（再掲））,総患者数,29.0,2008,estat-medical
総数 / ７５～７９歳 / ５　精神及び行動の障害（気分［感情］障害（躁うつ病を含む）（再掲））,総患者数,76.0,2008,estat-medical
総数 / ７５～７９歳 / 総患者数,総患者数,35.0,2008,estat-medical
総数 / ７５～７９歳 / ６　神経系の疾患,総患者数,157.0,2008,estat-medical
総数 / ７５～７９歳 / ７　眼及び付属器の疾患,総患者数,475.0,2008,estat-medical
総数 / ７５～７９歳 / ７　眼及び付属器の疾患（白内障（再掲））,総患者数,226.0,2008,estat-medical
総数 / ７５～７９歳 / ８　耳及び乳様突起の疾患,総患者数,61.0,2008,estat-medical
総数 / ７５～７９歳 / ９　循環器系の疾患,総患者数,1832.0,2008,estat-medical
総数 / ７５～７９歳 / ９　循環器系の疾患（高血圧性疾患（再掲））,総患者数,1252.0,2008,estat-medical
総数 / ７５～７９歳 / ９　循環器系の疾患（（心疾患（高血圧性のものを除く））（再掲））,総患者数,270.0,2008,estat-medical
総数 / ７５～７９歳 / ９　循環器系の疾患（虚血性心疾患（再掲））,総患者数,151.0,2008,estat-medical
総数 / ７５～７９歳 / ９　循環器系の疾患（脳血管疾患（再掲））,総患者数,261.0,2008,estat-medical
総数 / ７５～７９歳 / １０　呼吸器系の疾患,総患者数,209.0,2008,estat-medical
総数 / ７５～７９歳 / １０　呼吸器系の疾患（急性上気道感染症（再掲））,総患者数,24.0,2008,estat-medical
総数 / ７５～７９歳 / １０　呼吸器系の疾患（肺炎（再掲））,総患者数,9.0,2008,estat-medical
総数 / ７５～７９歳 / １０　呼吸器系の疾患（急性気管支炎及び急性細気管支炎（再掲））,総患者数,12.0,2008,estat-medical
総数 / ７５～７９歳 / １０　呼吸器系の疾患（気管支炎及び慢性閉塞性肺疾患（再掲））,総患者数,36.0,2008,estat-medical
総数 / ７５～７９歳 / １０　呼吸器系の疾患（喘息（再掲））,総患者数,54.0,2008,estat-medical
総数 / ７５～７９歳 / １１　消化器系の疾患,総患者数,651.0,2008,estat-medical
総数 / ７５～７９歳 / １１　消化器系の疾患（う蝕（再掲））,総患者数,49.0,2008,estat-medical
総数 / ７５～７９歳 / １１　消化器系の疾患（歯肉炎及び歯周疾患（再掲））,総患者数,204.0,2008,estat-medical
総数 / ７５～７９歳 / １１　消化器系の疾患（胃潰瘍及び十二指腸潰瘍（再掲））,総患者数,60.0,2008,estat-medical
総数 / ７５～７９歳 / １１　消化器系の疾患（胃炎及び十二指腸炎（再掲））,総患者数,78.0,2008,estat-medical
総数 / ７５～７９歳 / １１　消化器系の疾患（肝疾患（再掲））,総患者数,33.0,2008,estat-medical
総数 / ７５～７９歳 / １２　皮膚及び皮下組織の疾患,総患者数,118.0,2008,estat-medical
総数 / ７５～７９歳 / １３　筋骨格系及び結合組織の疾患,総患者数,900.0,2008,estat-medical
総数 / ７５～７９歳 / １３　筋骨格系及び結合組織の疾患（炎症性多発性関節障害（再掲））,総患者数,58.0,2008,estat-medical
総数 / ７５～７９歳 / １３　筋骨格系及び結合組織の疾患（関節症（再掲））,総患者数,262.0,2008,estat-medical
総数 / ７５～７９歳 / １３　筋骨格系及び結合組織の疾患（脊柱障害（再掲））,総患者数,380.0,2008,estat-medical
総数 / ７５～７９歳 / １３　筋骨格系及び結合組織の疾患（骨の密度及び構造の障害（再掲））,総患者数,120.0,2008,estat-medical
総数 / ７５～７９歳 / １４　腎尿路生殖器系の疾患,総患者数,178.0,2008,estat-medical
総数 / ７５～７９歳 / １４　腎尿路生殖器系の疾患（糸球体疾患，腎尿細管間質性疾患及び腎不全（再掲））,総患者数,45.0,2008,estat-medical
総数 / ７５～７９歳 / １４　腎尿路生殖器系の疾患（前立腺肥大（症）（再掲））,総患者数,97.0,2008,estat-medical
総数 / ７５～７９歳 / １４　腎尿路生殖器系の疾患（乳房及び女性生殖器の疾患（再掲））,総患者数,14.0,2008,estat-medical
総数 / ７５～７９歳 / １７　先天奇形，変形及び染色体異常,総患者数,3.0,2008,estat-medical
総数 / ７５～７９歳 / １８　症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの,総患者数,65.0,2008,estat-medical
総数 / ７５～７９歳 / １９　損傷，中毒及びその他の外因の影響,総患者数,103.0,2008,estat-medical
総数 / ７５～７９歳 / １９　損傷，中毒及びその他の外因の影響（骨折（再掲））,総患者数,55.0,2008,estat-medical
総数 / ７５～７９歳 / ２１　健康状態に影響を及ぼす要因及び保健サービスの利用,総患者数,292.0,2008,estat-medical
総数 / ７５～７９歳 / ２１　健康状態に影響を及ぼす要因及び保健サービスの利用（歯の補てつ（再掲））,総患者数,221.0,2008,estat-medical
総数 / ８０～８４歳 / １　感染症及び寄生虫症,総患者数,65.0,2008,estat-medical
総数 / ８０～８４歳 / １　感染症及び寄生虫症（腸管感染症（再掲））,総患者数,4.0,2008,estat-medical
総数 / ８０～８４歳 / １　感染症及び寄生虫症（結核（再掲））,総患者数,3.0,2008,estat-medical
