value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,cat04,cat04_label,time,time_label,unit
501.0,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,02,0年,2020000000,2020年,千円
512.1,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,03,1～4年,2023000000,2023年,千円
480.9,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,03,1～4年,2022000000,2022年,千円
472.0,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,03,1～4年,2021000000,2021年,千円
463.4,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,03,1～4年,2020000000,2020年,千円
466.0,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,04,5～9年,2023000000,2023年,千円
462.1,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,04,5～9年,2022000000,2022年,千円
459.9,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,04,5～9年,2021000000,2021年,千円
459.6,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,04,5～9年,2020000000,2020年,千円
485.8,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,05,10～14年,2023000000,2023年,千円
496.0,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,05,10～14年,2022000000,2022年,千円
454.6,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,05,10～14年,2021000000,2021年,千円
464.1,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,05,10～14年,2020000000,2020年,千円
496.0,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,06,15年以上,2023000000,2023年,千円
483.8,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,06,15年以上,2022000000,2022年,千円
443.5,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,06,15年以上,2021000000,2021年,千円
463.2,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,06,15年以上,2020000000,2020年,千円
508.1,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,01,経験年数計,2023000000,2023年,千円
517.9,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,01,経験年数計,2022000000,2022年,千円
493.3,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,01,経験年数計,2021000000,2021年,千円
502.3,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,01,経験年数計,2020000000,2020年,千円
511.5,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,02,0年,2023000000,2023年,千円
515.5,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,02,0年,2022000000,2022年,千円
499.7,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,02,0年,2021000000,2021年,千円
524.8,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,02,0年,2020000000,2020年,千円
519.9,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,03,1～4年,2023000000,2023年,千円
530.4,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,03,1～4年,2022000000,2022年,千円
501.3,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,03,1～4年,2021000000,2021年,千円
521.7,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,03,1～4年,2020000000,2020年,千円
508.8,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,04,5～9年,2023000000,2023年,千円
510.0,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,04,5～9年,2022000000,2022年,千円
487.4,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,04,5～9年,2021000000,2021年,千円
490.7,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,04,5～9年,2020000000,2020年,千円
474.5,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,05,10～14年,2023000000,2023年,千円
517.4,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,05,10～14年,2022000000,2022年,千円
480.7,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,05,10～14年,2021000000,2021年,千円
474.2,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,05,10～14年,2020000000,2020年,千円
509.1,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,06,15年以上,2023000000,2023年,千円
514.5,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,06,15年以上,2022000000,2022年,千円
494.1,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,06,15年以上,2021000000,2021年,千円
499.1,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,07,40～44歳,06,15年以上,2020000000,2020年,千円
553.6,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,01,経験年数計,2023000000,2023年,千円
535.3,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,01,経験年数計,2022000000,2022年,千円
524.1,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,01,経験年数計,2021000000,2021年,千円
529.4,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,01,経験年数計,2020000000,2020年,千円
573.4,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,02,0年,2023000000,2023年,千円
519.1,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,02,0年,2022000000,2022年,千円
539.3,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,02,0年,2021000000,2021年,千円
525.3,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,02,0年,2020000000,2020年,千円
564.3,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,03,1～4年,2023000000,2023年,千円
539.2,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,03,1～4年,2022000000,2022年,千円
529.0,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,03,1～4年,2021000000,2021年,千円
536.5,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,03,1～4年,2020000000,2020年,千円
548.0,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,04,5～9年,2023000000,2023年,千円
529.9,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,04,5～9年,2022000000,2022年,千円
521.4,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,04,5～9年,2021000000,2021年,千円
524.2,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,04,5～9年,2020000000,2020年,千円
522.5,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,05,10～14年,2023000000,2023年,千円
543.2,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,05,10～14年,2022000000,2022年,千円
518.1,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,05,10～14年,2021000000,2021年,千円
530.2,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,05,10～14年,2020000000,2020年,千円
556.9,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,08,45～49歳,06,15年以上,2023000000,2023年,千円
