value,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,area,area_label,time,time_label,unit
17.4,1,全世帯,001,平均,009,家賃・地代を支払っている世帯割合（％）,00021,小都市Ｂ,1984000000,1984年,％
10.9,1,全世帯,001,平均,009,家賃・地代を支払っている世帯割合（％）,00022,町村,1984000000,1984年,％
38.9,1,全世帯,001,平均,009,家賃・地代を支払っている世帯割合（％）,00042,北海道地方,1984000000,1984年,％
17.9,1,全世帯,001,平均,009,家賃・地代を支払っている世帯割合（％）,00043,東北地方,1984000000,1984年,％
29,1,全世帯,001,平均,009,家賃・地代を支払っている世帯割合（％）,00044,関東地方,1984000000,1984年,％
10.7,1,全世帯,001,平均,009,家賃・地代を支払っている世帯割合（％）,00049,北陸地方,1984000000,1984年,％
22.6,1,全世帯,001,平均,009,家賃・地代を支払っている世帯割合（％）,00050,東海地方,1984000000,1984年,％
30.5,1,全世帯,001,平均,009,家賃・地代を支払っている世帯割合（％）,00051,近畿地方,1984000000,1984年,％
23.9,1,全世帯,001,平均,009,家賃・地代を支払っている世帯割合（％）,00053,中国地方,1984000000,1984年,％
18.9,1,全世帯,001,平均,009,家賃・地代を支払っている世帯割合（％）,00054,四国地方,1984000000,1984年,％
29.2,1,全世帯,001,平均,009,家賃・地代を支払っている世帯割合（％）,00056,九州地方,1984000000,1984年,％
34.7,1,全世帯,001,平均,009,家賃・地代を支払っている世帯割合（％）,00057,沖縄地方,1984000000,1984年,％
33.5,1,全世帯,001,平均,009,家賃・地代を支払っている世帯割合（％）,00105,京浜大都市圏,1984000000,1984年,％
26.1,1,全世帯,001,平均,009,家賃・地代を支払っている世帯割合（％）,00106,中京大都市圏,1984000000,1984年,％
33,1,全世帯,001,平均,009,家賃・地代を支払っている世帯割合（％）,00107,京阪神大都市圏,1984000000,1984年,％
38.7,1,全世帯,001,平均,009,家賃・地代を支払っている世帯割合（％）,00110,北九州大都市圏,1984000000,1984年,％
32.3,1,全世帯,001,平均,009,家賃・地代を支払っている世帯割合（％）,00415,3大都市圏平均,1984000000,1984年,％
45.3,1,全世帯,001,平均,009,家賃・地代を支払っている世帯割合（％）,13100,特別区部,1984000000,1984年,％
5475,1,全世帯,001,平均,010,年間収入（千円）,00000,全国,1984000000,1984年,千円
