value,cat01,cat01_label,cat02,cat02_label,time,time_label,unit
3040,00110,発生件数_調査年前年,00230,満22週以後の死産数,2015000000,2015年,件
461,00110,発生件数_調査年前年,00240,早期新生児死亡,2024000000,2024年,件
466,00110,発生件数_調査年前年,00240,早期新生児死亡,2023000000,2023年,件
506,00110,発生件数_調査年前年,00240,早期新生児死亡,2022000000,2022年,件
552,00110,発生件数_調査年前年,00240,早期新生児死亡,2021000000,2021年,件
578,00110,発生件数_調査年前年,00240,早期新生児死亡,2020000000,2020年,件
614,00110,発生件数_調査年前年,00240,早期新生児死亡,2019000000,2019年,件
626,00110,発生件数_調査年前年,00240,早期新生児死亡,2018000000,2018年,件
677,00110,発生件数_調査年前年,00240,早期新生児死亡,2017000000,2017年,件
665,00110,発生件数_調査年前年,00240,早期新生児死亡,2016000000,2016年,件
711,00110,発生件数_調査年前年,00240,早期新生児死亡,2015000000,2015年,件
474741,00110,発生件数_調査年前年,00250,婚姻,2024000000,2024年,件
504930,00110,発生件数_調査年前年,00250,婚姻,2023000000,2023年,件
501138,00110,発生件数_調査年前年,00250,婚姻,2022000000,2022年,件
525507,00110,発生件数_調査年前年,00250,婚姻,2021000000,2021年,件
599007,00110,発生件数_調査年前年,00250,婚姻,2020000000,2020年,件
586481,00110,発生件数_調査年前年,00250,婚姻,2019000000,2019年,件
606952,00110,発生件数_調査年前年,00250,婚姻,2018000000,2018年,件
620707,00110,発生件数_調査年前年,00250,婚姻,2017000000,2017年,件
635225,00110,発生件数_調査年前年,00250,婚姻,2016000000,2016年,件
643783,00110,発生件数_調査年前年,00250,婚姻,2015000000,2015年,件
183814,00110,発生件数_調査年前年,00260,離婚,2024000000,2024年,件
179099,00110,発生件数_調査年前年,00260,離婚,2023000000,2023年,件
184384,00110,発生件数_調査年前年,00260,離婚,2022000000,2022年,件
193253,00110,発生件数_調査年前年,00260,離婚,2021000000,2021年,件
208496,00110,発生件数_調査年前年,00260,離婚,2020000000,2020年,件
208333,00110,発生件数_調査年前年,00260,離婚,2019000000,2019年,件
212296,00110,発生件数_調査年前年,00260,離婚,2018000000,2018年,件
216856,00110,発生件数_調査年前年,00260,離婚,2017000000,2017年,件
226238,00110,発生件数_調査年前年,00260,離婚,2016000000,2016年,件
222115,00110,発生件数_調査年前年,00260,離婚,2015000000,2015年,件
-41115,00120,対前年増減,00100,出生,2024000000,2024年,件
-43471,00120,対前年増減,00100,出生,2023000000,2023年,件
-40863,00120,対前年増減,00100,出生,2022000000,2022年,件
-29213,00120,対前年増減,00100,出生,2021000000,2021年,件
-24404,00120,対前年増減,00100,出生,2020000000,2020年,件
-53161,00120,対前年増減,00100,出生,2019000000,2019年,件
-27746,00120,対前年増減,00100,出生,2018000000,2018年,件
-31096,00120,対前年増減,00100,出生,2017000000,2017年,件
-28479,00120,対前年増減,00100,出生,2016000000,2016年,件
2112,00120,対前年増減,00100,出生,2015000000,2015年,件
-21152,00120,対前年増減,00110,出生_男,2024000000,2024年,件
-22654,00120,対前年増減,00110,出生_男,2023000000,2023年,件
-20646,00120,対前年増減,00110,出生_男,2022000000,2022年,件
-14810,00120,対前年増減,00110,出生_男,2021000000,2021年,件
-12717,00120,対前年増減,00110,出生_男,2020000000,2020年,件
-27421,00120,対前年増減,00110,出生_男,2019000000,2019年,件
-13627,00120,対前年増減,00110,出生_男,2018000000,2018年,件
-17534,00120,対前年増減,00110,出生_男,2017000000,2017年,件
-13456,00120,対前年増減,00110,出生_男,2016000000,2016年,件
-104,00120,対前年増減,00110,出生_男,2015000000,2015年,件
-19963,00120,対前年増減,00120,出生_女,2024000000,2024年,件
-20817,00120,対前年増減,00120,出生_女,2023000000,2023年,件
-20217,00120,対前年増減,00120,出生_女,2022000000,2022年,件
-14403,00120,対前年増減,00120,出生_女,2021000000,2021年,件
-11687,00120,対前年増減,00120,出生_女,2020000000,2020年,件
-25740,00120,対前年増減,00120,出生_女,2019000000,2019年,件
-14119,00120,対前年増減,00120,出生_女,2018000000,2018年,件
-13562,00120,対前年増減,00120,出生_女,2017000000,2017年,件
-15023,00120,対前年増減,00120,出生_女,2016000000,2016年,件
2216,00120,対前年増減,00120,出生_女,2015000000,2015年,件
29362,00120,対前年増減,00130,死亡,2024000000,2024年,件
6966,00120,対前年増減,00130,死亡,2023000000,2023年,件
129194,00120,対前年増減,00130,死亡,2022000000,2022年,件
67101,00120,対前年増減,00130,死亡,2021000000,2021年,件
-8338,00120,対前年増減,00130,死亡,2020000000,2020年,件
18623,00120,対前年増減,00130,死亡,2019000000,2019年,件
21903,00120,対前年増減,00130,死亡,2018000000,2018年,件
32409,00120,対前年増減,00130,死亡,2017000000,2017年,件
17648,00120,対前年増減,00130,死亡,2016000000,2016年,件
17485,00120,対前年増減,00130,死亡,2015000000,2015年,件
17173,00120,対前年増減,00140,死亡_男,2024000000,2024年,件
3116,00120,対前年増減,00140,死亡_男,2023000000,2023年,件
61279,00120,対前年増減,00140,死亡_男,2022000000,2022年,件
31307,00120,対前年増減,00140,死亡_男,2021000000,2021年,件
-587,00120,対前年増減,00140,死亡_男,2020000000,2020年,件
8283,00120,対前年増減,00140,死亡_男,2019000000,2019年,件
8368,00120,対前年増減,00140,死亡_男,2018000000,2018年,件
15824,00120,対前年増減,00140,死亡_男,2017000000,2017年,件
8218,00120,対前年増減,00140,死亡_男,2016000000,2016年,件
6388,00120,対前年増減,00140,死亡_男,2015000000,2015年,件
12189,00120,対前年増減,00150,死亡_女,2024000000,2024年,件
3850,00120,対前年増減,00150,死亡_女,2023000000,2023年,件
