value,tab,tab_label,cat01,cat01_label,area,area_label,unit
13,150,経営体数,11,計,20770,御宿,経営体
407,150,経営体数,11,計,20780,勝浦市,経営体
67,150,経営体数,11,計,20790,豊浜,経営体
63,150,経営体数,11,計,20800,川津,経営体
35,150,経営体数,11,計,20810,勝浦,経営体
40,150,経営体数,11,計,20820,勝浦西部,経営体
61,150,経営体数,11,計,20830,鵜原,経営体
59,150,経営体数,11,計,20840,興津,経営体
57,150,経営体数,11,計,20850,浜行川,経営体
25,150,経営体数,11,計,20860,大沢,経営体
290,150,経営体数,11,計,20870,鴨川市,経営体
53,150,経営体数,11,計,20880,小湊,経営体
100,150,経営体数,11,計,20890,天津,経営体
47,150,経営体数,11,計,20900,鴨川,経営体
90,150,経営体数,11,計,20910,江見,経営体
498,150,経営体数,11,計,20920,南房総市,経営体
51,150,経営体数,11,計,20930,和田,経営体
-,150,経営体数,11,計,20940,丸山,経営体
183,150,経営体数,11,計,20950,千倉,経営体
180,150,経営体数,11,計,20960,白浜,経営体
62,150,経営体数,11,計,20970,富浦,経営体
22,150,経営体数,11,計,20980,富山,経営体
118,150,経営体数,11,計,20990,館山市,経営体
15,150,経営体数,11,計,21000,布良,経営体
5,150,経営体数,11,計,21010,相浜,経営体
56,150,経営体数,11,計,21020,西岬,経営体
9,150,経営体数,11,計,21030,波左間,経営体
33,150,経営体数,11,計,21040,館山船形,経営体
114,150,経営体数,11,計,21050,鋸南町,経営体
63,150,経営体数,11,計,21060,勝山,経営体
51,150,経営体数,11,計,21070,保田,経営体
530,150,経営体数,11,計,21080,富津市,経営体
313,150,経営体数,11,計,21090,富津,経営体
24,150,経営体数,11,計,21100,下洲,経営体
53,150,経営体数,11,計,21110,大佐和,経営体
140,150,経営体数,11,計,21120,天羽,経営体
-,150,経営体数,11,計,21130,君津市,経営体
-,150,経営体数,11,計,21140,君津,経営体
574,150,経営体数,11,計,21150,木更津市,経営体
84,150,経営体数,11,計,21160,牛込,経営体
333,150,経営体数,11,計,21170,金田,経営体
37,150,経営体数,11,計,21180,久津間,経営体
20,150,経営体数,11,計,21190,江川,経営体
31,150,経営体数,11,計,21200,中里,経営体
69,150,経営体数,11,計,21210,木更津,経営体
1,150,経営体数,11,計,21220,袖ヶ浦市,経営体
1,150,経営体数,11,計,21230,袖ヶ浦,経営体
-,150,経営体数,11,計,21240,市原市,経営体
-,150,経営体数,11,計,21250,市原,経営体
-,150,経営体数,11,計,21260,千葉市,経営体
-,150,経営体数,11,計,21270,千葉,経営体
18,150,経営体数,11,計,21280,習志野市,経営体
18,150,経営体数,11,計,21290,習志野,経営体
81,150,経営体数,11,計,21300,船橋市,経営体
81,150,経営体数,11,計,21310,船橋,経営体
80,150,経営体数,11,計,21320,市川市,経営体
56,150,経営体数,11,計,21330,行徳,経営体
24,150,経営体数,11,計,21340,南行徳,経営体
13,150,経営体数,11,計,21350,浦安市,経営体
13,150,経営体数,11,計,21360,浦安,経営体
669,150,経営体数,11,計,21670,東京都,経営体
33,150,経営体数,11,計,21690,江戸川区,経営体
33,150,経営体数,11,計,21700,江戸川,経営体
5,150,経営体数,11,計,21710,葛飾区,経営体
5,150,経営体数,11,計,21720,葛飾,経営体
12,150,経営体数,11,計,21730,江東区,経営体
12,150,経営体数,11,計,21740,江東,経営体
5,150,経営体数,11,計,21750,墨田区,経営体
5,150,経営体数,11,計,21760,墨田,経営体
10,150,経営体数,11,計,21770,中央区,経営体
10,150,経営体数,11,計,21780,中央,経営体
9,150,経営体数,11,計,21790,台東区,経営体
9,150,経営体数,11,計,21800,台東,経営体
19,150,経営体数,11,計,21810,港区,経営体
19,150,経営体数,11,計,21820,港,経営体
6,150,経営体数,11,計,21830,品川区,経営体
6,150,経営体数,11,計,21840,品川,経営体
49,150,経営体数,11,計,21850,大田区,経営体
49,150,経営体数,11,計,21860,大田,経営体
-,150,経営体数,11,計,21870,千代田区,経営体
-,150,経営体数,11,計,21880,千代田,経営体
108,150,経営体数,11,計,21890,大島町,経営体
23,150,経営体数,11,計,21900,岡田,経営体
22,150,経営体数,11,計,21910,元町,経営体
6,150,経営体数,11,計,21920,泉津,経営体
13,150,経営体数,11,計,21930,野増,経営体
44,150,経営体数,11,計,21940,波浮港,経営体
18,150,経営体数,11,計,21950,利島村,経営体
18,150,経営体数,11,計,21960,利島,経営体
78,150,経営体数,11,計,21970,新島村,経営体
21,150,経営体数,11,計,21980,若郷,経営体
27,150,経営体数,11,計,21990,新島,経営体
30,150,経営体数,11,計,22000,式根島,経営体
97,150,経営体数,11,計,22010,神津島村,経営体
97,150,経営体数,11,計,22020,神津島,経営体
48,150,経営体数,11,計,22030,三宅村,経営体
11,150,経営体数,11,計,22040,神着,経営体
6,150,経営体数,11,計,22050,伊豆,経営体
6,150,経営体数,11,計,22060,坪田,経営体
2,150,経営体数,11,計,22070,伊ヶ谷,経営体
23,150,経営体数,11,計,22080,阿古,経営体
7,150,経営体数,11,計,22090,御蔵島村,経営体
7,150,経営体数,11,計,22100,御蔵島,経営体
112,150,経営体数,11,計,22110,八丈町,経営体
54,150,経営体数,11,計,22120,三根,経営体
38,150,経営体数,11,計,22130,大賀郷,経営体
16,150,経営体数,11,計,22140,末吉,経営体
4,150,経営体数,11,計,22150,中之郷,経営体
8,150,経営体数,11,計,22160,青ヶ島村,経営体
8,150,経営体数,11,計,22170,青ヶ島,経営体
45,150,経営体数,11,計,22180,小笠原村,経営体
30,150,経営体数,11,計,22190,父島,経営体
15,150,経営体数,11,計,22200,母島,経営体
1243,150,経営体数,11,計,22650,神奈川県,経営体
2,150,経営体数,11,計,22670,川崎市,経営体
2,150,経営体数,11,計,22680,川崎,経営体
174,150,経営体数,11,計,22690,横浜市,経営体
14,150,経営体数,11,計,22700,鶴見,経営体
30,150,経営体数,11,計,22710,神奈川,経営体
18,150,経営体数,11,計,22720,西・中,経営体
6,150,経営体数,11,計,22730,磯子,経営体
106,150,経営体数,11,計,22740,金沢,経営体
410,150,経営体数,11,計,22750,横須賀市,経営体
46,150,経営体数,11,計,22760,横須賀,経営体
36,150,経営体数,11,計,22770,走水大津,経営体
29,150,経営体数,11,計,22780,鴨居,経営体
21,150,経営体数,11,計,22790,浦賀久比里,経営体
11,150,経営体数,11,計,22800,久里浜,経営体
8,150,経営体数,11,計,22810,北下浦,経営体
145,150,経営体数,11,計,22820,長井,経営体
114,150,経営体数,11,計,22830,大楠,経営体
401,150,経営体数,11,計,22840,三浦市,経営体
14,150,経営体数,11,計,22850,上宮田,経営体
56,150,経営体数,11,計,22860,金田湾,経営体
73,150,経営体数,11,計,22870,松輪,経営体
19,150,経営体数,11,計,22880,毘沙門,経営体
6,150,経営体数,11,計,22890,宮川,経営体
36,150,経営体数,11,計,22900,通り矢,経営体
27,150,経営体数,11,計,22910,三崎,経営体
31,150,経営体数,11,計,22920,城ヶ島,経営体
39,150,経営体数,11,計,22930,二町谷,経営体
49,150,経営体数,11,計,22940,諸磯,経営体
15,150,経営体数,11,計,22950,小網代,経営体
36,150,経営体数,11,計,22960,初声,経営体
40,150,経営体数,11,計,22970,葉山町,経営体
40,150,経営体数,11,計,22980,葉山,経営体
15,150,経営体数,11,計,22990,逗子市,経営体
15,150,経営体数,11,計,23000,小坪,経営体
40,150,経営体数,11,計,23010,鎌倉市,経営体
19,150,経営体数,11,計,23020,鎌倉,経営体
21,150,経営体数,11,計,23030,腰越,経営体
22,150,経営体数,11,計,23040,藤沢市,経営体
19,150,経営体数,11,計,23050,江の島片瀬,経営体
3,150,経営体数,11,計,23060,藤沢,経営体
19,150,経営体数,11,計,23070,茅ヶ崎市,経営体
19,150,経営体数,11,計,23080,茅ヶ崎,経営体
10,150,経営体数,11,計,23090,平塚市,経営体
10,150,経営体数,11,計,23100,平塚,経営体
17,150,経営体数,11,計,23110,大磯町,経営体
17,150,経営体数,11,計,23120,大磯,経営体
3,150,経営体数,11,計,23130,二宮町,経営体
3,150,経営体数,11,計,23140,二宮,経営体
43,150,経営体数,11,計,23150,小田原市,経営体
2,150,経営体数,11,計,23160,前川,経営体
41,150,経営体数,11,計,23170,小田原,経営体
40,150,経営体数,11,計,23180,真鶴町,経営体
12,150,経営体数,11,計,23190,岩,経営体
28,150,経営体数,11,計,23200,真鶴,経営体
7,150,経営体数,11,計,23210,湯河原町,経営体
7,150,経営体数,11,計,23220,福浦,経営体
2956,150,経営体数,11,計,27230,静岡県,経営体
89,150,経営体数,11,計,27250,熱海市,経営体
30,150,経営体数,11,計,27260,初島,経営体
40,150,経営体数,11,計,27270,熱海,経営体
19,150,経営体数,11,計,27280,網代,経営体
129,150,経営体数,11,計,27290,伊東市,経営体
34,150,経営体数,11,計,27300,宇佐美,経営体
39,150,経営体数,11,計,27310,伊東,経営体
23,150,経営体数,11,計,27320,川奈,経営体
33,150,経営体数,11,計,27330,対島,経営体
76,150,経営体数,11,計,27340,東伊豆町,経営体
22,150,経営体数,11,計,27350,城東,経営体
54,150,経営体数,11,計,27360,稲取,経営体
31,150,経営体数,11,計,27370,河津町,経営体
31,150,経営体数,11,計,27380,河津,経営体
186,150,経営体数,11,計,27390,下田市,経営体
32,150,経営体数,11,計,27400,白浜,経営体
97,150,経営体数,11,計,27410,浜崎,経営体
31,150,経営体数,11,計,27420,下田,経営体
26,150,経営体数,11,計,27430,朝日,経営体
183,150,経営体数,11,計,27440,南伊豆町,経営体
40,150,経営体数,11,計,27450,竹麻,経営体
52,150,経営体数,11,計,27460,南崎,経営体
26,150,経営体数,11,計,27470,三坂,経営体
65,150,経営体数,11,計,27480,三浜,経営体
74,150,経営体数,11,計,27490,松崎町,経営体
74,150,経営体数,11,計,27500,松崎,経営体
175,150,経営体数,11,計,27510,西伊豆町,経営体
75,150,経営体数,11,計,27520,仁科,経営体
53,150,経営体数,11,計,27530,田子,経営体
47,150,経営体数,11,計,27540,賀茂,経営体
60,150,経営体数,11,計,27550,伊豆市,経営体
60,150,経営体数,11,計,27560,土肥,経営体
259,150,経営体数,11,計,27570,沼津市,経営体
73,150,経営体数,11,計,27580,戸田,経営体
62,150,経営体数,11,計,27590,内浦,経営体
54,150,経営体数,11,計,27600,静浦,経営体
42,150,経営体数,11,計,27610,沼津,経営体
28,150,経営体数,11,計,27620,原,経営体
72,150,経営体数,11,計,27630,富士市,経営体
72,150,経営体数,11,計,27640,田子浦,経営体
141,150,経営体数,11,計,27650,静岡市,経営体
20,150,経営体数,11,計,27660,蒲原,経営体
84,150,経営体数,11,計,27670,清水,経営体
37,150,経営体数,11,計,27680,静岡,経営体
57,150,経営体数,11,計,27690,由比町,経営体
57,150,経営体数,11,計,27700,由比,経営体
89,150,経営体数,11,計,27710,焼津市,経営体
89,150,経営体数,11,計,27720,焼津,経営体
20,150,経営体数,11,計,27730,大井川町,経営体
20,150,経営体数,11,計,27740,大井川,経営体
35,150,経営体数,11,計,27750,吉田町,経営体
35,150,経営体数,11,計,27760,吉田,経営体
118,150,経営体数,11,計,27770,牧之原市,経営体
4,150,経営体数,11,計,27780,榛原,経営体
39,150,経営体数,11,計,27790,相良,経営体
75,150,経営体数,11,計,27800,地頭方,経営体
147,150,経営体数,11,計,27810,御前崎市,経営体
112,150,経営体数,11,計,27820,御前崎,経営体
35,150,経営体数,11,計,27830,浜岡,経営体
25,150,経営体数,11,計,27840,掛川市,経営体
25,150,経営体数,11,計,27850,大東,経営体
-,150,経営体数,11,計,27860,大須賀,経営体
2,150,経営体数,11,計,27870,袋井市,経営体
2,150,経営体数,11,計,27880,浅羽,経営体
112,150,経営体数,11,計,27890,磐田市,経営体
61,150,経営体数,11,計,27900,福田,経営体
3,150,経営体数,11,計,27910,磐田,経営体
48,150,経営体数,11,計,27920,竜洋,経営体
701,150,経営体数,11,計,27930,浜松市,経営体
159,150,経営体数,11,計,27940,遠州浜松,経営体
90,150,経営体数,11,計,27950,湖面浜松,経営体
349,150,経営体数,11,計,27960,舞阪,経営体
54,150,経営体数,11,計,27970,雄踏,経営体
23,150,経営体数,11,計,27980,細江,経営体
26,150,経営体数,11,計,27990,三ヶ日,経営体
71,150,経営体数,11,計,28000,湖西市,経営体
71,150,経営体数,11,計,28010,湖西,経営体
104,150,経営体数,11,計,28020,新居町,経営体
104,150,経営体数,11,計,28030,新居,経営体
2530,150,経営体数,11,計,28220,愛知県,経営体
499,150,経営体数,11,計,28240,田原市,経営体
40,150,経営体数,11,計,28250,伊良湖岬,経営体
68,150,経営体数,11,計,28260,中山,経営体
99,150,経営体数,11,計,28270,小中山,経営体
56,150,経営体数,11,計,28280,福江,経営体
71,150,経営体数,11,計,28290,清田,経営体
47,150,経営体数,11,計,28300,伊川津,経営体
33,150,経営体数,11,計,28310,泉,経営体
12,150,経営体数,11,計,28320,宇津江,経営体
37,150,経営体数,11,計,28330,赤羽根,経営体
4,150,経営体数,11,計,28340,六連,経営体
10,150,経営体数,11,計,28350,神戸,経営体
22,150,経営体数,11,計,28360,田原,経営体
15,150,経営体数,11,計,28370,豊橋市,経営体
15,150,経営体数,11,計,28380,豊橋市外海,経営体
-,150,経営体数,11,計,28390,豊橋,経営体
-,150,経営体数,11,計,28400,豊川市,経営体
-,150,経営体数,11,計,28410,御津,経営体
81,150,経営体数,11,計,28420,蒲郡市,経営体
20,150,経営体数,11,計,28430,三谷,経営体
8,150,経営体数,11,計,28440,竹島,経営体
17,150,経営体数,11,計,28450,形原,経営体
36,150,経営体数,11,計,28460,西浦,経営体
98,150,経営体数,11,計,28470,幡豆町,経営体
58,150,経営体数,11,計,28480,東幡豆,経営体
40,150,経営体数,11,計,28490,幡豆,経営体
79,150,経営体数,11,計,28500,吉良町,経営体
27,150,経営体数,11,計,28510,吉良,経営体
52,150,経営体数,11,計,28520,吉田,経営体
459,150,経営体数,11,計,28530,一色町,経営体
175,150,経営体数,11,計,28540,衣崎,経営体
110,150,経営体数,11,計,28550,一色,経営体
42,150,経営体数,11,計,28560,味沢,経営体
47,150,経営体数,11,計,28570,栄生,経営体
85,150,経営体数,11,計,28580,佐久島,経営体
52,150,経営体数,11,計,28590,西尾市,経営体
52,150,経営体数,11,計,28600,西尾,経営体
47,150,経営体数,11,計,28610,碧南市,経営体
47,150,経営体数,11,計,28620,大浜,経営体
-,150,経営体数,11,計,28630,高浜市,経営体
-,150,経営体数,11,計,28640,高浜,経営体
1,150,経営体数,11,計,28650,刈谷市,経営体
1,150,経営体数,11,計,28660,刈谷,経営体
-,150,経営体数,11,計,28670,東浦町,経営体
-,150,経営体数,11,計,28680,東浦,経営体
-,150,経営体数,11,計,28690,半田市,経営体
-,150,経営体数,11,計,28700,半田,経営体
-,150,経営体数,11,計,28710,武豊町,経営体
-,150,経営体数,11,計,28720,武豊,経営体
117,150,経営体数,11,計,28730,美浜町,経営体
24,150,経営体数,11,計,28740,美浜,経営体
93,150,経営体数,11,計,28750,野間,経営体
893,150,経営体数,11,計,28760,南知多町,経営体
4,150,経営体数,11,計,28770,豊丘,経営体
75,150,経営体数,11,計,28780,大井,経営体
60,150,経営体数,11,計,28790,片名,経営体
107,150,経営体数,11,計,28800,師崎,経営体
307,150,経営体数,11,計,28810,日間賀島,経営体
204,150,経営体数,11,計,28820,篠島,経営体
107,150,経営体数,11,計,28830,豊浜,経営体
29,150,経営体数,11,計,28840,内海,経営体
189,150,経営体数,11,計,28850,常滑市,経営体
33,150,経営体数,11,計,28860,小鈴谷,経営体
54,150,経営体数,11,計,28870,常滑,経営体
101,150,経営体数,11,計,28880,鬼崎,経営体
1,150,経営体数,11,計,28890,大野,経営体
-,150,経営体数,11,計,28900,知多市,経営体
-,150,経営体数,11,計,28910,知多,経営体
-,150,経営体数,11,計,28920,東海市,経営体
-,150,経営体数,11,計,28930,東海,経営体
-,150,経営体数,11,計,28940,名古屋市,経営体
-,150,経営体数,11,計,28950,南,経営体
-,150,経営体数,11,計,28960,港,経営体
-,150,経営体数,11,計,28970,飛島村,経営体
-,150,経営体数,11,計,28980,飛島,経営体
-,150,経営体数,11,計,28990,弥富市,経営体
-,150,経営体数,11,計,29000,弥富,経営体
5155,150,経営体数,11,計,29410,三重県,経営体
15,150,経営体数,11,計,29430,木曽岬町,経営体
15,150,経営体数,11,計,29440,木曽岬,経営体
166,150,経営体数,11,計,29450,桑名市,経営体
34,150,経営体数,11,計,29460,伊曽島,経営体
5,150,経営体数,11,計,29470,大島,経営体
37,150,経営体数,11,計,29480,城南,経営体
90,150,経営体数,11,計,29490,赤須賀,経営体
46,150,経営体数,11,計,29500,川越町,経営体
46,150,経営体数,11,計,29510,川越,経営体
68,150,経営体数,11,計,29520,四日市市,経営体
5,150,経営体数,11,計,29530,富洲原,経営体
7,150,経営体数,11,計,29540,富田,経営体
7,150,経営体数,11,計,29550,四日市,経営体
43,150,経営体数,11,計,29560,磯津,経営体
6,150,経営体数,11,計,29570,楠町,経営体
107,150,経営体数,11,計,29580,鈴鹿市,経営体
9,150,経営体数,11,計,29590,長太,経営体
33,150,経営体数,11,計,29600,下箕田,経営体
36,150,経営体数,11,計,29610,若松,経営体
29,150,経営体数,11,計,29620,白子,経営体
122,150,経営体数,11,計,29630,津市,経営体
25,150,経営体数,11,計,29640,河芸,経営体
16,150,経営体数,11,計,29650,白塚,経営体
21,150,経営体数,11,計,29660,津,経営体
-,150,経営体数,11,計,29670,米津,経営体
8,150,経営体数,11,計,29680,伊倉津,経営体
52,150,経営体数,11,計,29690,香良洲,経営体
214,150,経営体数,11,計,29700,松阪市,経営体
33,150,経営体数,11,計,29710,三雲,経営体
24,150,経営体数,11,計,29720,松ケ崎,経営体
110,150,経営体数,11,計,29730,猟師,経営体
4,150,経営体数,11,計,29740,大口,経営体
27,150,経営体数,11,計,29750,西黒部,経営体
10,150,経営体数,11,計,29760,松名瀬,経営体
6,150,経営体数,11,計,29770,東黒部,経営体
101,150,経営体数,11,計,29780,明和町,経営体
45,150,経営体数,11,計,29790,下御糸,経営体
56,150,経営体数,11,計,29800,大淀,経営体
292,150,経営体数,11,計,29810,伊勢市,経営体
31,150,経営体数,11,計,29820,東大淀,経営体
39,150,経営体数,11,計,29830,村松,経営体
44,150,経営体数,11,計,29840,有滝,経営体
33,150,経営体数,11,計,29850,東豊浜,経営体
11,150,経営体数,11,計,29860,大湊,経営体
4,150,経営体数,11,計,29870,神社,経営体
7,150,経営体数,11,計,29880,一色,経営体
2,150,経営体数,11,計,29890,鹿海,経営体
71,150,経営体数,11,計,29900,今一色,経営体
30,150,経営体数,11,計,29910,江,経営体
20,150,経営体数,11,計,29920,松下,経営体
957,150,経営体数,11,計,29930,鳥羽市,経営体
44,150,経営体数,11,計,29940,小浜,経営体
1,150,経営体数,11,計,29950,鳥羽,経営体
28,150,経営体数,11,計,29960,坂手,経営体
87,150,経営体数,11,計,29970,桃取,経営体
154,150,経営体数,11,計,29980,答志,経営体
76,150,経営体数,11,計,29990,和具浦,経営体
54,150,経営体数,11,計,30000,神島,経営体
95,150,経営体数,11,計,30010,菅島,経営体
37,150,経営体数,11,計,30020,安楽島,経営体
83,150,経営体数,11,計,30030,浦村,経営体
65,150,経営体数,11,計,30040,石鏡,経営体
65,150,経営体数,11,計,30050,国崎,経営体
134,150,経営体数,11,計,30060,相差,経営体
20,150,経営体数,11,計,30070,畔蛸,経営体
7,150,経営体数,11,計,30080,千賀,経営体
7,150,経営体数,11,計,30090,堅子,経営体
1427,150,経営体数,11,計,30100,志摩市,経営体
22,150,経営体数,11,計,30110,的矢,経営体
14,150,経営体数,11,計,30120,渡鹿野,経営体
49,150,経営体数,11,計,30130,三ケ所,経営体
6,150,経営体数,11,計,30140,飯浜,経営体
6,150,経営体数,11,計,30150,穴川,経営体
20,150,経営体数,11,計,30160,坂崎,経営体
21,150,経営体数,11,計,30170,鵜方,経営体
78,150,経営体数,11,計,30180,神明,経営体
96,150,経営体数,11,計,30190,立神,経営体
100,150,経営体数,11,計,30200,安乗,経営体
45,150,経営体数,11,計,30210,国府,経営体
43,150,経営体数,11,計,30220,甲賀,経営体
22,150,経営体数,11,計,30230,志島,経営体
5,150,経営体数,11,計,30240,畔名,経営体
12,150,経営体数,11,計,30250,名田,経営体
65,150,経営体数,11,計,30260,波切,経営体
90,150,経営体数,11,計,30270,船越,経営体
143,150,経営体数,11,計,30280,片田,経営体
108,150,経営体数,11,計,30290,布施田,経営体
219,150,経営体数,11,計,30300,和具,経営体
53,150,経営体数,11,計,30310,越賀,経営体
58,150,経営体数,11,計,30320,御座,経営体
21,150,経営体数,11,計,30330,迫子,経営体
3,150,経営体数,11,計,30340,塩屋,経営体
1,150,経営体数,11,計,30350,檜山路,経営体
123,150,経営体数,11,計,30360,浜島,経営体
4,150,経営体数,11,計,30370,南張,経営体
780,150,経営体数,11,計,30380,南伊勢町,経営体
66,150,経営体数,11,計,30390,田曽浦,経営体
45,150,経営体数,11,計,30400,宿浦,経営体
28,150,経営体数,11,計,30410,神原,経営体
53,150,経営体数,11,計,30420,五ヶ所,経営体
14,150,経営体数,11,計,30430,中津浜,経営体
11,150,経営体数,11,計,30440,南勢船越,経営体
2,150,経営体数,11,計,30450,内瀬,経営体
36,150,経営体数,11,計,30460,迫間,経営体
24,150,経営体数,11,計,30470,礫浦,経営体
54,150,経営体数,11,計,30480,相賀,経営体
154,150,経営体数,11,計,30490,阿曽,経営体
27,150,経営体数,11,計,30500,慥柄,経営体
38,150,経営体数,11,計,30510,贄浦,経営体
39,150,経営体数,11,計,30520,奈屋,経営体
74,150,経営体数,11,計,30530,神前,経営体
57,150,経営体数,11,計,30540,方座,経営体
58,150,経営体数,11,計,30550,古和,経営体
89,150,経営体数,11,計,30560,大紀町,経営体
89,150,経営体数,11,計,30570,錦,経営体
352,150,経営体数,11,計,30580,紀北町,経営体
118,150,経営体数,11,計,30590,紀伊長島,経営体
34,150,経営体数,11,計,30600,海野,経営体
5,150,経営体数,11,計,30610,道瀬,経営体
18,150,経営体数,11,計,30620,三浦,経営体
33,150,経営体数,11,計,30630,白浦,経営体
29,150,経営体数,11,計,30640,島勝,経営体
19,150,経営体数,11,計,30650,矢口,経営体
77,150,経営体数,11,計,30660,引本,経営体
19,150,経営体数,11,計,30670,渡利,経営体
262,150,経営体数,11,計,30680,尾鷲市,経営体
45,150,経営体数,11,計,30690,須賀利,経営体
41,150,経営体数,11,計,30700,尾鷲,経営体
12,150,経営体数,11,計,30710,大曽根,経営体
12,150,経営体数,11,計,30720,行野,経営体
20,150,経営体数,11,計,30730,九鬼,経営体
30,150,経営体数,11,計,30740,早田,経営体
48,150,経営体数,11,計,30750,三木浦,経営体
23,150,経営体数,11,計,30760,古江,経営体
10,150,経営体数,11,計,30770,曽根,経営体
21,150,経営体数,11,計,30780,梶賀,経営体
106,150,経営体数,11,計,30790,熊野市,経営体
16,150,経営体数,11,計,30800,甫母須野,経営体
23,150,経営体数,11,計,30810,二木島,経営体
38,150,経営体数,11,計,30820,遊木,経営体
7,150,経営体数,11,計,30830,新鹿,経営体
15,150,経営体数,11,計,30840,磯崎,経営体
7,150,経営体数,11,計,30850,木本,経営体
9,150,経営体数,11,計,30860,御浜町,経営体
9,150,経営体数,11,計,30870,阿田和,経営体
42,150,経営体数,11,計,30880,紀宝町,経営体
26,150,経営体数,11,計,30890,井田,経営体
16,150,経営体数,11,計,30900,鵜殿,経営体
935,150,経営体数,11,計,31310,京都府,経営体
269,150,経営体数,11,計,31330,舞鶴市,経営体
28,150,経営体数,11,計,31340,田井,経営体
13,150,経営体数,11,計,31350,成生,経営体
43,150,経営体数,11,計,31360,野原,経営体
24,150,経営体数,11,計,31370,小橋,経営体
21,150,経営体数,11,計,31380,三浜,経営体
140,150,経営体数,11,計,31390,舞鶴,経営体
-,150,経営体数,11,計,31400,舞鶴市内陸,経営体
193,150,経営体数,11,計,31410,宮津市,経営体
63,150,経営体数,11,計,31420,栗田,経営体
67,150,経営体数,11,計,31430,宮津,経営体
24,150,経営体数,11,計,31440,溝尻,経営体
39,150,経営体数,11,計,31450,養老,経営体
-,150,経営体数,11,計,31460,宮津市内陸,経営体
-,150,経営体数,11,計,31470,与謝野町,経営体
-,150,経営体数,11,計,31480,岩滝,経営体
119,150,経営体数,11,計,31490,伊根町,経営体
71,150,経営体数,11,計,31500,伊根,経営体
6,150,経営体数,11,計,31510,新井崎,経営体
13,150,経営体数,11,計,31520,朝妻,経営体
9,150,経営体数,11,計,31530,本庄,経営体
20,150,経営体数,11,計,31540,蒲入,経営体
-,150,経営体数,11,計,31550,伊根町内陸,経営体
354,150,経営体数,11,計,31560,京丹後市,経営体
47,150,経営体数,11,計,31570,宇川,経営体
19,150,経営体数,11,計,31580,竹野,経営体
51,150,経営体数,11,計,31590,間人,経営体
5,150,経営体数,11,計,31600,丹後町内陸,経営体
21,150,経営体数,11,計,31610,島津,経営体
33,150,経営体数,11,計,31620,網野,経営体
40,150,経営体数,11,計,31630,浜詰,経営体
