value,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,time,time_label,unit
0.1,110,建設業_計,130,加工賃収入,110,売上高の内訳（割合）,2014100000,2014年度,%
24254,110,建設業_計,140,情報通信事業の収入,100,売上高の内訳（金額）,2016100000,2016年度,百万円
20594,110,建設業_計,140,情報通信事業の収入,100,売上高の内訳（金額）,2015100000,2015年度,百万円
14700,110,建設業_計,140,情報通信事業の収入,100,売上高の内訳（金額）,2014100000,2014年度,百万円
0.0,110,建設業_計,140,情報通信事業の収入,110,売上高の内訳（割合）,2016100000,2016年度,%
0.0,110,建設業_計,140,情報通信事業の収入,110,売上高の内訳（割合）,2015100000,2015年度,%
0.0,110,建設業_計,140,情報通信事業の収入,110,売上高の内訳（割合）,2014100000,2014年度,%
144338,110,建設業_計,150,運輸，郵便事業の収入,100,売上高の内訳（金額）,2016100000,2016年度,百万円
146367,110,建設業_計,150,運輸，郵便事業の収入,100,売上高の内訳（金額）,2015100000,2015年度,百万円
207174,110,建設業_計,150,運輸，郵便事業の収入,100,売上高の内訳（金額）,2014100000,2014年度,百万円
0.2,110,建設業_計,150,運輸，郵便事業の収入,110,売上高の内訳（割合）,2016100000,2016年度,%
0.2,110,建設業_計,150,運輸，郵便事業の収入,110,売上高の内訳（割合）,2015100000,2015年度,%
0.3,110,建設業_計,150,運輸，郵便事業の収入,110,売上高の内訳（割合）,2014100000,2014年度,%
459059,110,建設業_計,160,卸売の商品売上高,100,売上高の内訳（金額）,2016100000,2016年度,百万円
687065,110,建設業_計,160,卸売の商品売上高,100,売上高の内訳（金額）,2015100000,2015年度,百万円
457592,110,建設業_計,160,卸売の商品売上高,100,売上高の内訳（金額）,2014100000,2014年度,百万円
0.7,110,建設業_計,160,卸売の商品売上高,110,売上高の内訳（割合）,2016100000,2016年度,%
1.0,110,建設業_計,160,卸売の商品売上高,110,売上高の内訳（割合）,2015100000,2015年度,%
0.7,110,建設業_計,160,卸売の商品売上高,110,売上高の内訳（割合）,2014100000,2014年度,%
171204,110,建設業_計,170,小売の商品売上高,100,売上高の内訳（金額）,2016100000,2016年度,百万円
222743,110,建設業_計,170,小売の商品売上高,100,売上高の内訳（金額）,2015100000,2015年度,百万円
380991,110,建設業_計,170,小売の商品売上高,100,売上高の内訳（金額）,2014100000,2014年度,百万円
0.3,110,建設業_計,170,小売の商品売上高,110,売上高の内訳（割合）,2016100000,2016年度,%
0.3,110,建設業_計,170,小売の商品売上高,110,売上高の内訳（割合）,2015100000,2015年度,%
0.5,110,建設業_計,170,小売の商品売上高,110,売上高の内訳（割合）,2014100000,2014年度,%
1142689,110,建設業_計,180,不動産，物品賃貸事業の収入,100,売上高の内訳（金額）,2016100000,2016年度,百万円
1159317,110,建設業_計,180,不動産，物品賃貸事業の収入,100,売上高の内訳（金額）,2015100000,2015年度,百万円
1450471,110,建設業_計,180,不動産，物品賃貸事業の収入,100,売上高の内訳（金額）,2014100000,2014年度,百万円
1.8,110,建設業_計,180,不動産，物品賃貸事業の収入,110,売上高の内訳（割合）,2016100000,2016年度,%
1.6,110,建設業_計,180,不動産，物品賃貸事業の収入,110,売上高の内訳（割合）,2015100000,2015年度,%
2.1,110,建設業_計,180,不動産，物品賃貸事業の収入,110,売上高の内訳（割合）,2014100000,2014年度,%
105895,110,建設業_計,190,学術研究，専門・技術サービス事業の収入,100,売上高の内訳（金額）,2016100000,2016年度,百万円
89131,110,建設業_計,190,学術研究，専門・技術サービス事業の収入,100,売上高の内訳（金額）,2015100000,2015年度,百万円
74231,110,建設業_計,190,学術研究，専門・技術サービス事業の収入,100,売上高の内訳（金額）,2014100000,2014年度,百万円
0.2,110,建設業_計,190,学術研究，専門・技術サービス事業の収入,110,売上高の内訳（割合）,2016100000,2016年度,%
0.1,110,建設業_計,190,学術研究，専門・技術サービス事業の収入,110,売上高の内訳（割合）,2015100000,2015年度,%
0.1,110,建設業_計,190,学術研究，専門・技術サービス事業の収入,110,売上高の内訳（割合）,2014100000,2014年度,%
4567,110,建設業_計,200,宿泊事業の収入,100,売上高の内訳（金額）,2016100000,2016年度,百万円
2348,110,建設業_計,200,宿泊事業の収入,100,売上高の内訳（金額）,2015100000,2015年度,百万円
6159,110,建設業_計,200,宿泊事業の収入,100,売上高の内訳（金額）,2014100000,2014年度,百万円
0.0,110,建設業_計,200,宿泊事業の収入,110,売上高の内訳（割合）,2016100000,2016年度,%
0.0,110,建設業_計,200,宿泊事業の収入,110,売上高の内訳（割合）,2015100000,2015年度,%
0.0,110,建設業_計,200,宿泊事業の収入,110,売上高の内訳（割合）,2014100000,2014年度,%
32839,110,建設業_計,210,飲食サービス事業の収入,100,売上高の内訳（金額）,2016100000,2016年度,百万円
40162,110,建設業_計,210,飲食サービス事業の収入,100,売上高の内訳（金額）,2015100000,2015年度,百万円
23888,110,建設業_計,210,飲食サービス事業の収入,100,売上高の内訳（金額）,2014100000,2014年度,百万円
0.1,110,建設業_計,210,飲食サービス事業の収入,110,売上高の内訳（割合）,2016100000,2016年度,%
0.1,110,建設業_計,210,飲食サービス事業の収入,110,売上高の内訳（割合）,2015100000,2015年度,%
0.0,110,建設業_計,210,飲食サービス事業の収入,110,売上高の内訳（割合）,2014100000,2014年度,%
122860,110,建設業_計,220,生活関連サービス，娯楽事業の収入,100,売上高の内訳（金額）,2016100000,2016年度,百万円
30087,110,建設業_計,220,生活関連サービス，娯楽事業の収入,100,売上高の内訳（金額）,2015100000,2015年度,百万円
40408,110,建設業_計,220,生活関連サービス，娯楽事業の収入,100,売上高の内訳（金額）,2014100000,2014年度,百万円
0.2,110,建設業_計,220,生活関連サービス，娯楽事業の収入,110,売上高の内訳（割合）,2016100000,2016年度,%
0.0,110,建設業_計,220,生活関連サービス，娯楽事業の収入,110,売上高の内訳（割合）,2015100000,2015年度,%
0.1,110,建設業_計,220,生活関連サービス，娯楽事業の収入,110,売上高の内訳（割合）,2014100000,2014年度,%
338603,110,建設業_計,230,サービス事業（他に分類されない）の収入,100,売上高の内訳（金額）,2016100000,2016年度,百万円
369845,110,建設業_計,230,サービス事業（他に分類されない）の収入,100,売上高の内訳（金額）,2015100000,2015年度,百万円
448926,110,建設業_計,230,サービス事業（他に分類されない）の収入,100,売上高の内訳（金額）,2014100000,2014年度,百万円
0.5,110,建設業_計,230,サービス事業（他に分類されない）の収入,110,売上高の内訳（割合）,2016100000,2016年度,%
0.5,110,建設業_計,230,サービス事業（他に分類されない）の収入,110,売上高の内訳（割合）,2015100000,2015年度,%
0.6,110,建設業_計,230,サービス事業（他に分類されない）の収入,110,売上高の内訳（割合）,2014100000,2014年度,%
427130,110,建設業_計,240,その他の事業の収入,100,売上高の内訳（金額）,2016100000,2016年度,百万円
484847,110,建設業_計,240,その他の事業の収入,100,売上高の内訳（金額）,2015100000,2015年度,百万円
828911,110,建設業_計,240,その他の事業の収入,100,売上高の内訳（金額）,2014100000,2014年度,百万円
0.7,110,建設業_計,240,その他の事業の収入,110,売上高の内訳（割合）,2016100000,2016年度,%
0.7,110,建設業_計,240,その他の事業の収入,110,売上高の内訳（割合）,2015100000,2015年度,%
1.2,110,建設業_計,240,その他の事業の収入,110,売上高の内訳（割合）,2014100000,2014年度,%
43099285,120,建設業_総合工事業,100,売上高,100,売上高の内訳（金額）,2016100000,2016年度,百万円
49367795,120,建設業_総合工事業,100,売上高,100,売上高の内訳（金額）,2015100000,2015年度,百万円
46442816,120,建設業_総合工事業,100,売上高,100,売上高の内訳（金額）,2014100000,2014年度,百万円
100.0,120,建設業_総合工事業,100,売上高,110,売上高の内訳（割合）,2016100000,2016年度,%
100.0,120,建設業_総合工事業,100,売上高,110,売上高の内訳（割合）,2015100000,2015年度,%
100.0,120,建設業_総合工事業,100,売上高,110,売上高の内訳（割合）,2014100000,2014年度,%
40976038,120,建設業_総合工事業,110,建設事業の収入,100,売上高の内訳（金額）,2016100000,2016年度,百万円
46669650,120,建設業_総合工事業,110,建設事業の収入,100,売上高の内訳（金額）,2015100000,2015年度,百万円
43389532,120,建設業_総合工事業,110,建設事業の収入,100,売上高の内訳（金額）,2014100000,2014年度,百万円
95.1,120,建設業_総合工事業,110,建設事業の収入,110,売上高の内訳（割合）,2016100000,2016年度,%
94.5,120,建設業_総合工事業,110,建設事業の収入,110,売上高の内訳（割合）,2015100000,2015年度,%
93.4,120,建設業_総合工事業,110,建設事業の収入,110,売上高の内訳（割合）,2014100000,2014年度,%
201534,120,建設業_総合工事業,120,製造品売上高,100,売上高の内訳（金額）,2016100000,2016年度,百万円
458528,120,建設業_総合工事業,120,製造品売上高,100,売上高の内訳（金額）,2015100000,2015年度,百万円
401019,120,建設業_総合工事業,120,製造品売上高,100,売上高の内訳（金額）,2014100000,2014年度,百万円
0.5,120,建設業_総合工事業,120,製造品売上高,110,売上高の内訳（割合）,2016100000,2016年度,%
0.9,120,建設業_総合工事業,120,製造品売上高,110,売上高の内訳（割合）,2015100000,2015年度,%
0.9,120,建設業_総合工事業,120,製造品売上高,110,売上高の内訳（割合）,2014100000,2014年度,%
9727,120,建設業_総合工事業,130,加工賃収入,100,売上高の内訳（金額）,2016100000,2016年度,百万円
63633,120,建設業_総合工事業,130,加工賃収入,100,売上高の内訳（金額）,2015100000,2015年度,百万円
46045,120,建設業_総合工事業,130,加工賃収入,100,売上高の内訳（金額）,2014100000,2014年度,百万円
0.0,120,建設業_総合工事業,130,加工賃収入,110,売上高の内訳（割合）,2016100000,2016年度,%
0.1,120,建設業_総合工事業,130,加工賃収入,110,売上高の内訳（割合）,2015100000,2015年度,%
0.1,120,建設業_総合工事業,130,加工賃収入,110,売上高の内訳（割合）,2014100000,2014年度,%
275,120,建設業_総合工事業,140,情報通信事業の収入,100,売上高の内訳（金額）,2016100000,2016年度,百万円
2767,120,建設業_総合工事業,140,情報通信事業の収入,100,売上高の内訳（金額）,2015100000,2015年度,百万円
8974,120,建設業_総合工事業,140,情報通信事業の収入,100,売上高の内訳（金額）,2014100000,2014年度,百万円
0.0,120,建設業_総合工事業,140,情報通信事業の収入,110,売上高の内訳（割合）,2016100000,2016年度,%
0.0,120,建設業_総合工事業,140,情報通信事業の収入,110,売上高の内訳（割合）,2015100000,2015年度,%
0.0,120,建設業_総合工事業,140,情報通信事業の収入,110,売上高の内訳（割合）,2014100000,2014年度,%
97549,120,建設業_総合工事業,150,運輸，郵便事業の収入,100,売上高の内訳（金額）,2016100000,2016年度,百万円
58641,120,建設業_総合工事業,150,運輸，郵便事業の収入,100,売上高の内訳（金額）,2015100000,2015年度,百万円
150285,120,建設業_総合工事業,150,運輸，郵便事業の収入,100,売上高の内訳（金額）,2014100000,2014年度,百万円
0.2,120,建設業_総合工事業,150,運輸，郵便事業の収入,110,売上高の内訳（割合）,2016100000,2016年度,%
0.1,120,建設業_総合工事業,150,運輸，郵便事業の収入,110,売上高の内訳（割合）,2015100000,2015年度,%
0.3,120,建設業_総合工事業,150,運輸，郵便事業の収入,110,売上高の内訳（割合）,2014100000,2014年度,%
184136,120,建設業_総合工事業,160,卸売の商品売上高,100,売上高の内訳（金額）,2016100000,2016年度,百万円
359924,120,建設業_総合工事業,160,卸売の商品売上高,100,売上高の内訳（金額）,2015100000,2015年度,百万円
109474,120,建設業_総合工事業,160,卸売の商品売上高,100,売上高の内訳（金額）,2014100000,2014年度,百万円
0.4,120,建設業_総合工事業,160,卸売の商品売上高,110,売上高の内訳（割合）,2016100000,2016年度,%
0.7,120,建設業_総合工事業,160,卸売の商品売上高,110,売上高の内訳（割合）,2015100000,2015年度,%
0.2,120,建設業_総合工事業,160,卸売の商品売上高,110,売上高の内訳（割合）,2014100000,2014年度,%
36111,120,建設業_総合工事業,170,小売の商品売上高,100,売上高の内訳（金額）,2016100000,2016年度,百万円
114261,120,建設業_総合工事業,170,小売の商品売上高,100,売上高の内訳（金額）,2015100000,2015年度,百万円
118515,120,建設業_総合工事業,170,小売の商品売上高,100,売上高の内訳（金額）,2014100000,2014年度,百万円
0.1,120,建設業_総合工事業,170,小売の商品売上高,110,売上高の内訳（割合）,2016100000,2016年度,%
0.2,120,建設業_総合工事業,170,小売の商品売上高,110,売上高の内訳（割合）,2015100000,2015年度,%
0.3,120,建設業_総合工事業,170,小売の商品売上高,110,売上高の内訳（割合）,2014100000,2014年度,%
1100910,120,建設業_総合工事業,180,不動産，物品賃貸事業の収入,100,売上高の内訳（金額）,2016100000,2016年度,百万円
1084743,120,建設業_総合工事業,180,不動産，物品賃貸事業の収入,100,売上高の内訳（金額）,2015100000,2015年度,百万円
1399152,120,建設業_総合工事業,180,不動産，物品賃貸事業の収入,100,売上高の内訳（金額）,2014100000,2014年度,百万円
2.6,120,建設業_総合工事業,180,不動産，物品賃貸事業の収入,110,売上高の内訳（割合）,2016100000,2016年度,%
2.2,120,建設業_総合工事業,180,不動産，物品賃貸事業の収入,110,売上高の内訳（割合）,2015100000,2015年度,%
3.0,120,建設業_総合工事業,180,不動産，物品賃貸事業の収入,110,売上高の内訳（割合）,2014100000,2014年度,%
24350,120,建設業_総合工事業,190,学術研究，専門・技術サービス事業の収入,100,売上高の内訳（金額）,2016100000,2016年度,百万円
18427,120,建設業_総合工事業,190,学術研究，専門・技術サービス事業の収入,100,売上高の内訳（金額）,2015100000,2015年度,百万円
62547,120,建設業_総合工事業,190,学術研究，専門・技術サービス事業の収入,100,売上高の内訳（金額）,2014100000,2014年度,百万円
0.1,120,建設業_総合工事業,190,学術研究，専門・技術サービス事業の収入,110,売上高の内訳（割合）,2016100000,2016年度,%
0.0,120,建設業_総合工事業,190,学術研究，専門・技術サービス事業の収入,110,売上高の内訳（割合）,2015100000,2015年度,%
0.1,120,建設業_総合工事業,190,学術研究，専門・技術サービス事業の収入,110,売上高の内訳（割合）,2014100000,2014年度,%
1037,120,建設業_総合工事業,200,宿泊事業の収入,100,売上高の内訳（金額）,2016100000,2016年度,百万円
－,120,建設業_総合工事業,200,宿泊事業の収入,100,売上高の内訳（金額）,2015100000,2015年度,百万円
6159,120,建設業_総合工事業,200,宿泊事業の収入,100,売上高の内訳（金額）,2014100000,2014年度,百万円
0.0,120,建設業_総合工事業,200,宿泊事業の収入,110,売上高の内訳（割合）,2016100000,2016年度,%
－,120,建設業_総合工事業,200,宿泊事業の収入,110,売上高の内訳（割合）,2015100000,2015年度,%
0.0,120,建設業_総合工事業,200,宿泊事業の収入,110,売上高の内訳（割合）,2014100000,2014年度,%
26261,120,建設業_総合工事業,210,飲食サービス事業の収入,100,売上高の内訳（金額）,2016100000,2016年度,百万円
21402,120,建設業_総合工事業,210,飲食サービス事業の収入,100,売上高の内訳（金額）,2015100000,2015年度,百万円
15338,120,建設業_総合工事業,210,飲食サービス事業の収入,100,売上高の内訳（金額）,2014100000,2014年度,百万円
0.1,120,建設業_総合工事業,210,飲食サービス事業の収入,110,売上高の内訳（割合）,2016100000,2016年度,%
0.0,120,建設業_総合工事業,210,飲食サービス事業の収入,110,売上高の内訳（割合）,2015100000,2015年度,%
0.0,120,建設業_総合工事業,210,飲食サービス事業の収入,110,売上高の内訳（割合）,2014100000,2014年度,%
69833,120,建設業_総合工事業,220,生活関連サービス，娯楽事業の収入,100,売上高の内訳（金額）,2016100000,2016年度,百万円
25848,120,建設業_総合工事業,220,生活関連サービス，娯楽事業の収入,100,売上高の内訳（金額）,2015100000,2015年度,百万円
30148,120,建設業_総合工事業,220,生活関連サービス，娯楽事業の収入,100,売上高の内訳（金額）,2014100000,2014年度,百万円
0.2,120,建設業_総合工事業,220,生活関連サービス，娯楽事業の収入,110,売上高の内訳（割合）,2016100000,2016年度,%
0.1,120,建設業_総合工事業,220,生活関連サービス，娯楽事業の収入,110,売上高の内訳（割合）,2015100000,2015年度,%
0.1,120,建設業_総合工事業,220,生活関連サービス，娯楽事業の収入,110,売上高の内訳（割合）,2014100000,2014年度,%
87380,120,建設業_総合工事業,230,サービス事業（他に分類されない）の収入,100,売上高の内訳（金額）,2016100000,2016年度,百万円
136731,120,建設業_総合工事業,230,サービス事業（他に分類されない）の収入,100,売上高の内訳（金額）,2015100000,2015年度,百万円
149864,120,建設業_総合工事業,230,サービス事業（他に分類されない）の収入,100,売上高の内訳（金額）,2014100000,2014年度,百万円
0.2,120,建設業_総合工事業,230,サービス事業（他に分類されない）の収入,110,売上高の内訳（割合）,2016100000,2016年度,%
0.3,120,建設業_総合工事業,230,サービス事業（他に分類されない）の収入,110,売上高の内訳（割合）,2015100000,2015年度,%
0.3,120,建設業_総合工事業,230,サービス事業（他に分類されない）の収入,110,売上高の内訳（割合）,2014100000,2014年度,%
284143,120,建設業_総合工事業,240,その他の事業の収入,100,売上高の内訳（金額）,2016100000,2016年度,百万円
353238,120,建設業_総合工事業,240,その他の事業の収入,100,売上高の内訳（金額）,2015100000,2015年度,百万円
