value,cat01,cat01_label,area,area_label
129,0000004310,公立【町立】（本校）,39000,高知県
160,0000004310,公立【町立】（本校）,40000,福岡県
36,0000004310,公立【町立】（本校）,41000,佐賀県
45,0000004310,公立【町立】（本校）,42000,長崎県
118,0000004310,公立【町立】（本校）,43000,熊本県
22,0000004310,公立【町立】（本校）,44000,大分県
78,0000004310,公立【町立】（本校）,45000,宮崎県
200,0000004310,公立【町立】（本校）,46000,鹿児島県
49,0000004310,公立【町立】（本校）,47000,沖縄県
86,0000004320,公立【町立】（分校）,00000,全国
2,0000004320,公立【町立】（分校）,01000,北海道
0,0000004320,公立【町立】（分校）,02000,青森県
2,0000004320,公立【町立】（分校）,03000,岩手県
3,0000004320,公立【町立】（分校）,04000,宮城県
0,0000004320,公立【町立】（分校）,05000,秋田県
5,0000004320,公立【町立】（分校）,06000,山形県
7,0000004320,公立【町立】（分校）,07000,福島県
0,0000004320,公立【町立】（分校）,08000,茨城県
1,0000004320,公立【町立】（分校）,09000,栃木県
1,0000004320,公立【町立】（分校）,10000,群馬県
2,0000004320,公立【町立】（分校）,11000,埼玉県
0,0000004320,公立【町立】（分校）,12000,千葉県
0,0000004320,公立【町立】（分校）,13000,東京都
2,0000004320,公立【町立】（分校）,14000,神奈川県
2,0000004320,公立【町立】（分校）,15000,新潟県
0,0000004320,公立【町立】（分校）,16000,富山県
1,0000004320,公立【町立】（分校）,17000,石川県
1,0000004320,公立【町立】（分校）,18000,福井県
0,0000004320,公立【町立】（分校）,19000,山梨県
1,0000004320,公立【町立】（分校）,20000,長野県
1,0000004320,公立【町立】（分校）,21000,岐阜県
0,0000004320,公立【町立】（分校）,22000,静岡県
0,0000004320,公立【町立】（分校）,23000,愛知県
0,0000004320,公立【町立】（分校）,24000,三重県
0,0000004320,公立【町立】（分校）,25000,滋賀県
2,0000004320,公立【町立】（分校）,26000,京都府
0,0000004320,公立【町立】（分校）,27000,大阪府
3,0000004320,公立【町立】（分校）,28000,兵庫県
0,0000004320,公立【町立】（分校）,29000,奈良県
6,0000004320,公立【町立】（分校）,30000,和歌山県
14,0000004320,公立【町立】（分校）,31000,鳥取県
0,0000004320,公立【町立】（分校）,32000,島根県
0,0000004320,公立【町立】（分校）,33000,岡山県
1,0000004320,公立【町立】（分校）,34000,広島県
0,0000004320,公立【町立】（分校）,35000,山口県
5,0000004320,公立【町立】（分校）,36000,徳島県
0,0000004320,公立【町立】（分校）,37000,香川県
0,0000004320,公立【町立】（分校）,38000,愛媛県
0,0000004320,公立【町立】（分校）,39000,高知県
2,0000004320,公立【町立】（分校）,40000,福岡県
2,0000004320,公立【町立】（分校）,41000,佐賀県
3,0000004320,公立【町立】（分校）,42000,長崎県
5,0000004320,公立【町立】（分校）,43000,熊本県
4,0000004320,公立【町立】（分校）,44000,大分県
2,0000004320,公立【町立】（分校）,45000,宮崎県
5,0000004320,公立【町立】（分校）,46000,鹿児島県
1,0000004320,公立【町立】（分校）,47000,沖縄県
462,0000004400,公立【村立】（計）,00000,全国
32,0000004400,公立【村立】（計）,01000,北海道
26,0000004400,公立【村立】（計）,02000,青森県
30,0000004400,公立【村立】（計）,03000,岩手県
1,0000004400,公立【村立】（計）,04000,宮城県
4,0000004400,公立【村立】（計）,05000,秋田県
13,0000004400,公立【村立】（計）,06000,山形県
41,0000004400,公立【村立】（計）,07000,福島県
9,0000004400,公立【村立】（計）,08000,茨城県
0,0000004400,公立【村立】（計）,09000,栃木県
25,0000004400,公立【村立】（計）,10000,群馬県
4,0000004400,公立【村立】（計）,11000,埼玉県
10,0000004400,公立【村立】（計）,12000,千葉県
13,0000004400,公立【村立】（計）,13000,東京都
2,0000004400,公立【村立】（計）,14000,神奈川県
18,0000004400,公立【村立】（計）,15000,新潟県
1,0000004400,公立【村立】（計）,16000,富山県
0,0000004400,公立【村立】（計）,17000,石川県
0,0000004400,公立【村立】（計）,18000,福井県
9,0000004400,公立【村立】（計）,19000,山梨県
55,0000004400,公立【村立】（計）,20000,長野県
3,0000004400,公立【村立】（計）,21000,岐阜県
0,0000004400,公立【村立】（計）,22000,静岡県
3,0000004400,公立【村立】（計）,23000,愛知県
0,0000004400,公立【村立】（計）,24000,三重県
0,0000004400,公立【村立】（計）,25000,滋賀県
1,0000004400,公立【村立】（計）,26000,京都府
4,0000004400,公立【村立】（計）,27000,大阪府
0,0000004400,公立【村立】（計）,28000,兵庫県
20,0000004400,公立【村立】（計）,29000,奈良県
1,0000004400,公立【村立】（計）,30000,和歌山県
1,0000004400,公立【村立】（計）,31000,鳥取県
1,0000004400,公立【村立】（計）,32000,島根県
2,0000004400,公立【村立】（計）,33000,岡山県
0,0000004400,公立【村立】（計）,34000,広島県
0,0000004400,公立【村立】（計）,35000,山口県
1,0000004400,公立【村立】（計）,36000,徳島県
0,0000004400,公立【村立】（計）,37000,香川県
0,0000004400,公立【村立】（計）,38000,愛媛県
8,0000004400,公立【村立】（計）,39000,高知県
9,0000004400,公立【村立】（計）,40000,福岡県
0,0000004400,公立【村立】（計）,41000,佐賀県
0,0000004400,公立【村立】（計）,42000,長崎県
27,0000004400,公立【村立】（計）,43000,熊本県
1,0000004400,公立【村立】（計）,44000,大分県
12,0000004400,公立【村立】（計）,45000,宮崎県
21,0000004400,公立【村立】（計）,46000,鹿児島県
54,0000004400,公立【村立】（計）,47000,沖縄県
444,0000004410,公立【村立】（本校）,00000,全国
32,0000004410,公立【村立】（本校）,01000,北海道
26,0000004410,公立【村立】（本校）,02000,青森県
30,0000004410,公立【村立】（本校）,03000,岩手県
1,0000004410,公立【村立】（本校）,04000,宮城県
4,0000004410,公立【村立】（本校）,05000,秋田県
11,0000004410,公立【村立】（本校）,06000,山形県
39,0000004410,公立【村立】（本校）,07000,福島県
9,0000004410,公立【村立】（本校）,08000,茨城県
0,0000004410,公立【村立】（本校）,09000,栃木県
24,0000004410,公立【村立】（本校）,10000,群馬県
2,0000004410,公立【村立】（本校）,11000,埼玉県
10,0000004410,公立【村立】（本校）,12000,千葉県
13,0000004410,公立【村立】（本校）,13000,東京都
2,0000004410,公立【村立】（本校）,14000,神奈川県
18,0000004410,公立【村立】（本校）,15000,新潟県
1,0000004410,公立【村立】（本校）,16000,富山県
0,0000004410,公立【村立】（本校）,17000,石川県
0,0000004410,公立【村立】（本校）,18000,福井県
8,0000004410,公立【村立】（本校）,19000,山梨県
55,0000004410,公立【村立】（本校）,20000,長野県
3,0000004410,公立【村立】（本校）,21000,岐阜県
0,0000004410,公立【村立】（本校）,22000,静岡県
3,0000004410,公立【村立】（本校）,23000,愛知県
0,0000004410,公立【村立】（本校）,24000,三重県
0,0000004410,公立【村立】（本校）,25000,滋賀県
1,0000004410,公立【村立】（本校）,26000,京都府
4,0000004410,公立【村立】（本校）,27000,大阪府
0,0000004410,公立【村立】（本校）,28000,兵庫県
20,0000004410,公立【村立】（本校）,29000,奈良県
1,0000004410,公立【村立】（本校）,30000,和歌山県
1,0000004410,公立【村立】（本校）,31000,鳥取県
1,0000004410,公立【村立】（本校）,32000,島根県
2,0000004410,公立【村立】（本校）,33000,岡山県
0,0000004410,公立【村立】（本校）,34000,広島県
0,0000004410,公立【村立】（本校）,35000,山口県
1,0000004410,公立【村立】（本校）,36000,徳島県
0,0000004410,公立【村立】（本校）,37000,香川県
0,0000004410,公立【村立】（本校）,38000,愛媛県
8,0000004410,公立【村立】（本校）,39000,高知県
8,0000004410,公立【村立】（本校）,40000,福岡県
0,0000004410,公立【村立】（本校）,41000,佐賀県
0,0000004410,公立【村立】（本校）,42000,長崎県
24,0000004410,公立【村立】（本校）,43000,熊本県
1,0000004410,公立【村立】（本校）,44000,大分県
12,0000004410,公立【村立】（本校）,45000,宮崎県
18,0000004410,公立【村立】（本校）,46000,鹿児島県
51,0000004410,公立【村立】（本校）,47000,沖縄県
18,0000004420,公立【村立】（分校）,00000,全国
0,0000004420,公立【村立】（分校）,01000,北海道
0,0000004420,公立【村立】（分校）,02000,青森県
0,0000004420,公立【村立】（分校）,03000,岩手県
0,0000004420,公立【村立】（分校）,04000,宮城県
0,0000004420,公立【村立】（分校）,05000,秋田県
2,0000004420,公立【村立】（分校）,06000,山形県
2,0000004420,公立【村立】（分校）,07000,福島県
0,0000004420,公立【村立】（分校）,08000,茨城県
0,0000004420,公立【村立】（分校）,09000,栃木県
1,0000004420,公立【村立】（分校）,10000,群馬県
2,0000004420,公立【村立】（分校）,11000,埼玉県
0,0000004420,公立【村立】（分校）,12000,千葉県
0,0000004420,公立【村立】（分校）,13000,東京都
0,0000004420,公立【村立】（分校）,14000,神奈川県
0,0000004420,公立【村立】（分校）,15000,新潟県
0,0000004420,公立【村立】（分校）,16000,富山県
0,0000004420,公立【村立】（分校）,17000,石川県
0,0000004420,公立【村立】（分校）,18000,福井県
1,0000004420,公立【村立】（分校）,19000,山梨県
0,0000004420,公立【村立】（分校）,20000,長野県
0,0000004420,公立【村立】（分校）,21000,岐阜県
0,0000004420,公立【村立】（分校）,22000,静岡県
0,0000004420,公立【村立】（分校）,23000,愛知県
0,0000004420,公立【村立】（分校）,24000,三重県
0,0000004420,公立【村立】（分校）,25000,滋賀県
0,0000004420,公立【村立】（分校）,26000,京都府
0,0000004420,公立【村立】（分校）,27000,大阪府
0,0000004420,公立【村立】（分校）,28000,兵庫県
0,0000004420,公立【村立】（分校）,29000,奈良県
0,0000004420,公立【村立】（分校）,30000,和歌山県
0,0000004420,公立【村立】（分校）,31000,鳥取県
0,0000004420,公立【村立】（分校）,32000,島根県
0,0000004420,公立【村立】（分校）,33000,岡山県
0,0000004420,公立【村立】（分校）,34000,広島県
0,0000004420,公立【村立】（分校）,35000,山口県
0,0000004420,公立【村立】（分校）,36000,徳島県
0,0000004420,公立【村立】（分校）,37000,香川県
0,0000004420,公立【村立】（分校）,38000,愛媛県
0,0000004420,公立【村立】（分校）,39000,高知県
1,0000004420,公立【村立】（分校）,40000,福岡県
0,0000004420,公立【村立】（分校）,41000,佐賀県
0,0000004420,公立【村立】（分校）,42000,長崎県
3,0000004420,公立【村立】（分校）,43000,熊本県
0,0000004420,公立【村立】（分校）,44000,大分県
0,0000004420,公立【村立】（分校）,45000,宮崎県
3,0000004420,公立【村立】（分校）,46000,鹿児島県
3,0000004420,公立【村立】（分校）,47000,沖縄県
11,0000004500,公立【組合立】（計）,00000,全国
0,0000004500,公立【組合立】（計）,01000,北海道
1,0000004500,公立【組合立】（計）,02000,青森県
0,0000004500,公立【組合立】（計）,03000,岩手県
0,0000004500,公立【組合立】（計）,04000,宮城県
0,0000004500,公立【組合立】（計）,05000,秋田県
0,0000004500,公立【組合立】（計）,06000,山形県
1,0000004500,公立【組合立】（計）,07000,福島県
0,0000004500,公立【組合立】（計）,08000,茨城県
0,0000004500,公立【組合立】（計）,09000,栃木県
0,0000004500,公立【組合立】（計）,10000,群馬県
0,0000004500,公立【組合立】（計）,11000,埼玉県
1,0000004500,公立【組合立】（計）,12000,千葉県
0,0000004500,公立【組合立】（計）,13000,東京都
0,0000004500,公立【組合立】（計）,14000,神奈川県
0,0000004500,公立【組合立】（計）,15000,新潟県
0,0000004500,公立【組合立】（計）,16000,富山県
0,0000004500,公立【組合立】（計）,17000,石川県
0,0000004500,公立【組合立】（計）,18000,福井県
0,0000004500,公立【組合立】（計）,19000,山梨県
1,0000004500,公立【組合立】（計）,20000,長野県
1,0000004500,公立【組合立】（計）,21000,岐阜県
1,0000004500,公立【組合立】（計）,22000,静岡県
0,0000004500,公立【組合立】（計）,23000,愛知県
0,0000004500,公立【組合立】（計）,24000,三重県
0,0000004500,公立【組合立】（計）,25000,滋賀県
0,0000004500,公立【組合立】（計）,26000,京都府
0,0000004500,公立【組合立】（計）,27000,大阪府
2,0000004500,公立【組合立】（計）,28000,兵庫県
0,0000004500,公立【組合立】（計）,29000,奈良県
0,0000004500,公立【組合立】（計）,30000,和歌山県
0,0000004500,公立【組合立】（計）,31000,鳥取県
0,0000004500,公立【組合立】（計）,32000,島根県
0,0000004500,公立【組合立】（計）,33000,岡山県
0,0000004500,公立【組合立】（計）,34000,広島県
0,0000004500,公立【組合立】（計）,35000,山口県
0,0000004500,公立【組合立】（計）,36000,徳島県
0,0000004500,公立【組合立】（計）,37000,香川県
1,0000004500,公立【組合立】（計）,38000,愛媛県
1,0000004500,公立【組合立】（計）,39000,高知県
0,0000004500,公立【組合立】（計）,40000,福岡県
0,0000004500,公立【組合立】（計）,41000,佐賀県
0,0000004500,公立【組合立】（計）,42000,長崎県
1,0000004500,公立【組合立】（計）,43000,熊本県
0,0000004500,公立【組合立】（計）,44000,大分県
0,0000004500,公立【組合立】（計）,45000,宮崎県
0,0000004500,公立【組合立】（計）,46000,鹿児島県
0,0000004500,公立【組合立】（計）,47000,沖縄県
11,0000004510,公立【組合立】（本校）,00000,全国
0,0000004510,公立【組合立】（本校）,01000,北海道
1,0000004510,公立【組合立】（本校）,02000,青森県
0,0000004510,公立【組合立】（本校）,03000,岩手県
0,0000004510,公立【組合立】（本校）,04000,宮城県
0,0000004510,公立【組合立】（本校）,05000,秋田県
0,0000004510,公立【組合立】（本校）,06000,山形県
1,0000004510,公立【組合立】（本校）,07000,福島県
0,0000004510,公立【組合立】（本校）,08000,茨城県
0,0000004510,公立【組合立】（本校）,09000,栃木県
0,0000004510,公立【組合立】（本校）,10000,群馬県
0,0000004510,公立【組合立】（本校）,11000,埼玉県
1,0000004510,公立【組合立】（本校）,12000,千葉県
0,0000004510,公立【組合立】（本校）,13000,東京都
0,0000004510,公立【組合立】（本校）,14000,神奈川県
0,0000004510,公立【組合立】（本校）,15000,新潟県
0,0000004510,公立【組合立】（本校）,16000,富山県
0,0000004510,公立【組合立】（本校）,17000,石川県
0,0000004510,公立【組合立】（本校）,18000,福井県
0,0000004510,公立【組合立】（本校）,19000,山梨県
1,0000004510,公立【組合立】（本校）,20000,長野県
1,0000004510,公立【組合立】（本校）,21000,岐阜県
1,0000004510,公立【組合立】（本校）,22000,静岡県
0,0000004510,公立【組合立】（本校）,23000,愛知県
0,0000004510,公立【組合立】（本校）,24000,三重県
0,0000004510,公立【組合立】（本校）,25000,滋賀県
0,0000004510,公立【組合立】（本校）,26000,京都府
0,0000004510,公立【組合立】（本校）,27000,大阪府
2,0000004510,公立【組合立】（本校）,28000,兵庫県
0,0000004510,公立【組合立】（本校）,29000,奈良県
0,0000004510,公立【組合立】（本校）,30000,和歌山県
0,0000004510,公立【組合立】（本校）,31000,鳥取県
0,0000004510,公立【組合立】（本校）,32000,島根県
0,0000004510,公立【組合立】（本校）,33000,岡山県
0,0000004510,公立【組合立】（本校）,34000,広島県
0,0000004510,公立【組合立】（本校）,35000,山口県
0,0000004510,公立【組合立】（本校）,36000,徳島県
0,0000004510,公立【組合立】（本校）,37000,香川県
1,0000004510,公立【組合立】（本校）,38000,愛媛県
1,0000004510,公立【組合立】（本校）,39000,高知県
0,0000004510,公立【組合立】（本校）,40000,福岡県
0,0000004510,公立【組合立】（本校）,41000,佐賀県
0,0000004510,公立【組合立】（本校）,42000,長崎県
1,0000004510,公立【組合立】（本校）,43000,熊本県
0,0000004510,公立【組合立】（本校）,44000,大分県
0,0000004510,公立【組合立】（本校）,45000,宮崎県
0,0000004510,公立【組合立】（本校）,46000,鹿児島県
0,0000004510,公立【組合立】（本校）,47000,沖縄県
0,0000004520,公立【組合立】（分校）,00000,全国
0,0000004520,公立【組合立】（分校）,01000,北海道
0,0000004520,公立【組合立】（分校）,02000,青森県
0,0000004520,公立【組合立】（分校）,03000,岩手県
0,0000004520,公立【組合立】（分校）,04000,宮城県
0,0000004520,公立【組合立】（分校）,05000,秋田県
0,0000004520,公立【組合立】（分校）,06000,山形県
0,0000004520,公立【組合立】（分校）,07000,福島県
0,0000004520,公立【組合立】（分校）,08000,茨城県
0,0000004520,公立【組合立】（分校）,09000,栃木県
0,0000004520,公立【組合立】（分校）,10000,群馬県
0,0000004520,公立【組合立】（分校）,11000,埼玉県
0,0000004520,公立【組合立】（分校）,12000,千葉県
0,0000004520,公立【組合立】（分校）,13000,東京都
0,0000004520,公立【組合立】（分校）,14000,神奈川県
0,0000004520,公立【組合立】（分校）,15000,新潟県
0,0000004520,公立【組合立】（分校）,16000,富山県
0,0000004520,公立【組合立】（分校）,17000,石川県
0,0000004520,公立【組合立】（分校）,18000,福井県
0,0000004520,公立【組合立】（分校）,19000,山梨県
0,0000004520,公立【組合立】（分校）,20000,長野県
0,0000004520,公立【組合立】（分校）,21000,岐阜県
0,0000004520,公立【組合立】（分校）,22000,静岡県
0,0000004520,公立【組合立】（分校）,23000,愛知県
0,0000004520,公立【組合立】（分校）,24000,三重県
0,0000004520,公立【組合立】（分校）,25000,滋賀県
0,0000004520,公立【組合立】（分校）,26000,京都府
0,0000004520,公立【組合立】（分校）,27000,大阪府
0,0000004520,公立【組合立】（分校）,28000,兵庫県
0,0000004520,公立【組合立】（分校）,29000,奈良県
0,0000004520,公立【組合立】（分校）,30000,和歌山県
0,0000004520,公立【組合立】（分校）,31000,鳥取県
0,0000004520,公立【組合立】（分校）,32000,島根県
0,0000004520,公立【組合立】（分校）,33000,岡山県
0,0000004520,公立【組合立】（分校）,34000,広島県
0,0000004520,公立【組合立】（分校）,35000,山口県
0,0000004520,公立【組合立】（分校）,36000,徳島県
0,0000004520,公立【組合立】（分校）,37000,香川県
0,0000004520,公立【組合立】（分校）,38000,愛媛県
0,0000004520,公立【組合立】（分校）,39000,高知県
0,0000004520,公立【組合立】（分校）,40000,福岡県
0,0000004520,公立【組合立】（分校）,41000,佐賀県
0,0000004520,公立【組合立】（分校）,42000,長崎県
0,0000004520,公立【組合立】（分校）,43000,熊本県
0,0000004520,公立【組合立】（分校）,44000,大分県
0,0000004520,公立【組合立】（分校）,45000,宮崎県
0,0000004520,公立【組合立】（分校）,46000,鹿児島県
0,0000004520,公立【組合立】（分校）,47000,沖縄県
198,0000005000,私立【本校】,00000,全国
2,0000005000,私立【本校】,01000,北海道
1,0000005000,私立【本校】,02000,青森県
1,0000005000,私立【本校】,03000,岩手県
4,0000005000,私立【本校】,04000,宮城県
0,0000005000,私立【本校】,05000,秋田県
0,0000005000,私立【本校】,06000,山形県
3,0000005000,私立【本校】,07000,福島県
2,0000005000,私立【本校】,08000,茨城県
1,0000005000,私立【本校】,09000,栃木県
2,0000005000,私立【本校】,10000,群馬県
4,0000005000,私立【本校】,11000,埼玉県
8,0000005000,私立【本校】,12000,千葉県
52,0000005000,私立【本校】,13000,東京都
28,0000005000,私立【本校】,14000,神奈川県
0,0000005000,私立【本校】,15000,新潟県
0,0000005000,私立【本校】,16000,富山県
1,0000005000,私立【本校】,17000,石川県
1,0000005000,私立【本校】,18000,福井県
2,0000005000,私立【本校】,19000,山梨県
3,0000005000,私立【本校】,20000,長野県
1,0000005000,私立【本校】,21000,岐阜県
4,0000005000,私立【本校】,22000,静岡県
1,0000005000,私立【本校】,23000,愛知県
2,0000005000,私立【本校】,24000,三重県
1,0000005000,私立【本校】,25000,滋賀県
9,0000005000,私立【本校】,26000,京都府
16,0000005000,私立【本校】,27000,大阪府
9,0000005000,私立【本校】,28000,兵庫県
4,0000005000,私立【本校】,29000,奈良県
2,0000005000,私立【本校】,30000,和歌山県
0,0000005000,私立【本校】,31000,鳥取県
0,0000005000,私立【本校】,32000,島根県
3,0000005000,私立【本校】,33000,岡山県
7,0000005000,私立【本校】,34000,広島県
1,0000005000,私立【本校】,35000,山口県
2,0000005000,私立【本校】,36000,徳島県
0,0000005000,私立【本校】,37000,香川県
0,0000005000,私立【本校】,38000,愛媛県
1,0000005000,私立【本校】,39000,高知県
7,0000005000,私立【本校】,40000,福岡県
0,0000005000,私立【本校】,41000,佐賀県
5,0000005000,私立【本校】,42000,長崎県
0,0000005000,私立【本校】,43000,熊本県
1,0000005000,私立【本校】,44000,大分県
1,0000005000,私立【本校】,45000,宮崎県
3,0000005000,私立【本校】,46000,鹿児島県
3,0000005000,私立【本校】,47000,沖縄県
