value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,time,time_label
-1.6,79,療養病床を有する施設数,4,対前年（増減率(%)）,1,療養病床を有する施設数,2,平成２７年
-0.1,79,療養病床を有する施設数,4,対前年（増減率(%)）,2,病院（総数）,2,平成２７年
-1,79,療養病床を有する施設数,4,対前年（増減率(%)）,3,病院（１～４９床）,2,平成２７年
0.4,79,療養病床を有する施設数,4,対前年（増減率(%)）,4,病院（５０～９９床）,2,平成２７年
0.4,79,療養病床を有する施設数,4,対前年（増減率(%)）,5,病院（１００～２９９床）,2,平成２７年
-1.4,79,療養病床を有する施設数,4,対前年（増減率(%)）,6,病院（３００床以上）,2,平成２７年
-6.7,79,療養病床を有する施設数,4,対前年（増減率(%)）,7,一般診療所（総数）,2,平成２７年
-7.3,79,療養病床を有する施設数,4,対前年（増減率(%)）,8,一般診療所（１～９床）,2,平成２７年
-6,79,療養病床を有する施設数,4,対前年（増減率(%)）,9,一般診療所（１０～１９床）,2,平成２７年
…,79,療養病床を有する施設数,5,構成割合(%)（平成27年(2015)）,1,療養病床を有する施設数,2,平成２７年
100,79,療養病床を有する施設数,5,構成割合(%)（平成27年(2015)）,2,病院（総数）,2,平成２７年
34.2,79,療養病床を有する施設数,5,構成割合(%)（平成27年(2015)）,3,病院（１～４９床）,2,平成２７年
37.2,79,療養病床を有する施設数,5,構成割合(%)（平成27年(2015)）,4,病院（５０～９９床）,2,平成２７年
26.8,79,療養病床を有する施設数,5,構成割合(%)（平成27年(2015)）,5,病院（１００～２９９床）,2,平成２７年
1.9,79,療養病床を有する施設数,5,構成割合(%)（平成27年(2015)）,6,病院（３００床以上）,2,平成２７年
100,79,療養病床を有する施設数,5,構成割合(%)（平成27年(2015)）,7,一般診療所（総数）,2,平成２７年
49.2,79,療養病床を有する施設数,5,構成割合(%)（平成27年(2015)）,8,一般診療所（１～９床）,2,平成２７年
50.8,79,療養病床を有する施設数,5,構成割合(%)（平成27年(2015)）,9,一般診療所（１０～１９床）,2,平成２７年
…,79,療養病床を有する施設数,6,構成割合(%)（平成26年(2014)）,1,療養病床を有する施設数,2,平成２７年
100,79,療養病床を有する施設数,6,構成割合(%)（平成26年(2014)）,2,病院（総数）,2,平成２７年
34.5,79,療養病床を有する施設数,6,構成割合(%)（平成26年(2014)）,3,病院（１～４９床）,2,平成２７年
37,79,療養病床を有する施設数,6,構成割合(%)（平成26年(2014)）,4,病院（５０～９９床）,2,平成２７年
26.6,79,療養病床を有する施設数,6,構成割合(%)（平成26年(2014)）,5,病院（１００～２９９床）,2,平成２７年
1.9,79,療養病床を有する施設数,6,構成割合(%)（平成26年(2014)）,6,病院（３００床以上）,2,平成２７年
100,79,療養病床を有する施設数,6,構成割合(%)（平成26年(2014)）,7,一般診療所（総数）,2,平成２７年
49.6,79,療養病床を有する施設数,6,構成割合(%)（平成26年(2014)）,8,一般診療所（１～９床）,2,平成２７年
50.4,79,療養病床を有する施設数,6,構成割合(%)（平成26年(2014)）,9,一般診療所（１０～１９床）,2,平成２７年
