value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,unit
686,22,推計患者数の年次推移,4,昭和５７年,1,総数,18,６　神経系及び感覚器の疾患,千人
354,22,推計患者数の年次推移,4,昭和５７年,1,総数,19,　視器の疾患（再掲）,千人
199.3,22,推計患者数の年次推移,4,昭和５７年,1,総数,20,　聴器の疾患（再掲）,千人
1122.4,22,推計患者数の年次推移,4,昭和５７年,1,総数,21,７　循環系の疾患,千人
4.5,22,推計患者数の年次推移,4,昭和５７年,1,総数,22,　リウマチ熱及びリウマチ性心疾患（再掲）,千人
514.7,22,推計患者数の年次推移,4,昭和５７年,1,総数,23,　高血圧性疾患（再掲）,千人
121.1,22,推計患者数の年次推移,4,昭和５７年,1,総数,24,　虚血性心疾患（再掲）,千人
84.1,22,推計患者数の年次推移,4,昭和５７年,1,総数,25,　その他の心疾患（再掲）,千人
280.9,22,推計患者数の年次推移,4,昭和５７年,1,総数,26,　脳血管疾患（再掲）,千人
959,22,推計患者数の年次推移,4,昭和５７年,1,総数,27,８　呼吸系の疾患,千人
484.1,22,推計患者数の年次推移,4,昭和５７年,1,総数,28,　急性上気道感染（再掲）,千人
116.1,22,推計患者数の年次推移,4,昭和５７年,1,総数,29,　急性及び詳細不明の気管支炎（再掲）,千人
17.7,22,推計患者数の年次推移,4,昭和５７年,1,総数,30,　肺炎（再掲）,千人
24.3,22,推計患者数の年次推移,4,昭和５７年,1,総数,31,　慢性気管支炎（再掲）,千人
99.2,22,推計患者数の年次推移,4,昭和５７年,1,総数,32,　喘息（再掲）,千人
1892.8,22,推計患者数の年次推移,4,昭和５７年,1,総数,33,９　消化系の疾患,千人
1201.4,22,推計患者数の年次推移,4,昭和５７年,1,総数,34,　歯及び歯の支持組織の疾患（再掲）,千人
171.3,22,推計患者数の年次推移,4,昭和５７年,1,総数,35,　胃及び十二指腸潰瘍（再掲）,千人
174.9,22,推計患者数の年次推移,4,昭和５７年,1,総数,36,　胃炎及び十二指腸炎（再掲）,千人
11.2,22,推計患者数の年次推移,4,昭和５７年,1,総数,37,　虫垂炎（再掲）,千人
167.2,22,推計患者数の年次推移,4,昭和５７年,1,総数,38,　肝の疾患（再掲）,千人
242.7,22,推計患者数の年次推移,4,昭和５７年,1,総数,39,１０　泌尿生殖系の疾患,千人
50.3,22,推計患者数の年次推移,4,昭和５７年,1,総数,40,　腎炎，ネフローゼ及び腎不全（再掲）,千人
99.1,22,推計患者数の年次推移,4,昭和５７年,1,総数,41,　乳房及び女性生殖器の疾患（再掲）,千人
90.5,22,推計患者数の年次推移,4,昭和５７年,1,総数,42,１１　妊娠，分娩及び産じょくの合併症,千人
10.6,22,推計患者数の年次推移,4,昭和５７年,1,総数,43,　妊娠高血圧症候群（再掲）,千人
25.9,22,推計患者数の年次推移,4,昭和５７年,1,総数,44,　正常分娩（再掲）,千人
326.8,22,推計患者数の年次推移,4,昭和５７年,1,総数,45,１２　皮膚及び皮下組織の疾患,千人
824.8,22,推計患者数の年次推移,4,昭和５７年,1,総数,46,１３　筋骨格系及び結合組織の疾患,千人
76.2,22,推計患者数の年次推移,4,昭和５７年,1,総数,47,　関節リウマチ（脊椎を除く。）（再掲）,千人
91.1,22,推計患者数の年次推移,4,昭和５７年,1,総数,48,　腰痛症（再掲）,千人
363.6,22,推計患者数の年次推移,4,昭和５７年,1,総数,49,　その他の脊柱疾患（再掲）,千人
28.5,22,推計患者数の年次推移,4,昭和５７年,1,総数,50,１４　先天異常,千人
10.7,22,推計患者数の年次推移,4,昭和５７年,1,総数,51,１５　周産期に発生した主要病態,千人
63.6,22,推計患者数の年次推移,4,昭和５７年,1,総数,52,１６　症状，徴候及び診断名不明確の状態,千人
510.6,22,推計患者数の年次推移,4,昭和５７年,1,総数,53,１７　損傷及び中毒,千人
130.2,22,推計患者数の年次推移,4,昭和５７年,1,総数,54,　骨折（再掲）,千人
112.1,22,推計患者数の年次推移,4,昭和５７年,1,総数,55,　Ｅ分類自動車交通事故（再掲）,千人
224.5,22,推計患者数の年次推移,4,昭和５７年,1,総数,56,Ｖ分類　健康状態に影響を及ぼす要因及び保健サービス受療の理由に関する補助分類,千人
161.9,22,推計患者数の年次推移,4,昭和５７年,1,総数,57,　歯の補綴（再掲）,千人
62.6,22,推計患者数の年次推移,4,昭和５７年,1,総数,58,　分娩前看護及び分娩後観察（再掲）,千人
1344.9,22,推計患者数の年次推移,4,昭和５７年,2,入院,1,総数,千人
46.2,22,推計患者数の年次推移,4,昭和５７年,2,入院,2,１　感染症及び寄生虫症,千人
3.9,22,推計患者数の年次推移,4,昭和５７年,2,入院,3,　腸管感染症（再掲）,千人
32.1,22,推計患者数の年次推移,4,昭和５７年,2,入院,4,　結核（再掲）,千人
2.3,22,推計患者数の年次推移,4,昭和５７年,2,入院,5,　発疹を伴うウイルス疾患（再掲）,千人
0.2,22,推計患者数の年次推移,4,昭和５７年,2,入院,6,　真菌症（再掲）,千人
108.8,22,推計患者数の年次推移,4,昭和５７年,2,入院,7,２　新生物,千人
22,22,推計患者数の年次推移,4,昭和５７年,2,入院,8,　胃の悪性新生物（再掲）,千人
55.5,22,推計患者数の年次推移,4,昭和５７年,2,入院,9,　その他の悪性新生物（再掲）,千人
43.2,22,推計患者数の年次推移,4,昭和５７年,2,入院,10,３　内分泌，栄養及び代謝疾患並びに免疫障害,千人
3.1,22,推計患者数の年次推移,4,昭和５７年,2,入院,11,　甲状腺の疾患（再掲）,千人
36.1,22,推計患者数の年次推移,4,昭和５７年,2,入院,12,　糖尿病（再掲）,千人
7.4,22,推計患者数の年次推移,4,昭和５７年,2,入院,13,４　血液及び造血器の疾患,千人
4.7,22,推計患者数の年次推移,4,昭和５７年,2,入院,14,　貧血（再掲）,千人
303.6,22,推計患者数の年次推移,4,昭和５７年,2,入院,15,５　精神障害,千人
202.4,22,推計患者数の年次推移,4,昭和５７年,2,入院,16,　統合失調症（再掲）,千人
18.5,22,推計患者数の年次推移,4,昭和５７年,2,入院,17,　神経症（再掲）,千人
58.2,22,推計患者数の年次推移,4,昭和５７年,2,入院,18,６　神経系及び感覚器の疾患,千人
13.5,22,推計患者数の年次推移,4,昭和５７年,2,入院,19,　視器の疾患（再掲）,千人
3.1,22,推計患者数の年次推移,4,昭和５７年,2,入院,20,　聴器の疾患（再掲）,千人
273.5,22,推計患者数の年次推移,4,昭和５７年,2,入院,21,７　循環系の疾患,千人
2.1,22,推計患者数の年次推移,4,昭和５７年,2,入院,22,　リウマチ熱及びリウマチ性心疾患（再掲）,千人
42.3,22,推計患者数の年次推移,4,昭和５７年,2,入院,23,　高血圧性疾患（再掲）,千人
30.2,22,推計患者数の年次推移,4,昭和５７年,2,入院,24,　虚血性心疾患（再掲）,千人
28.4,22,推計患者数の年次推移,4,昭和５７年,2,入院,25,　その他の心疾患（再掲）,千人
154.3,22,推計患者数の年次推移,4,昭和５７年,2,入院,26,　脳血管疾患（再掲）,千人
50,22,推計患者数の年次推移,4,昭和５７年,2,入院,27,８　呼吸系の疾患,千人
1.5,22,推計患者数の年次推移,4,昭和５７年,2,入院,28,　急性上気道感染（再掲）,千人
2.2,22,推計患者数の年次推移,4,昭和５７年,2,入院,29,　急性及び詳細不明の気管支炎（再掲）,千人
10.1,22,推計患者数の年次推移,4,昭和５７年,2,入院,30,　肺炎（再掲）,千人
3.6,22,推計患者数の年次推移,4,昭和５７年,2,入院,31,　慢性気管支炎（再掲）,千人
16.2,22,推計患者数の年次推移,4,昭和５７年,2,入院,32,　喘息（再掲）,千人
140.4,22,推計患者数の年次推移,4,昭和５７年,2,入院,33,９　消化系の疾患,千人
0.2,22,推計患者数の年次推移,4,昭和５７年,2,入院,34,　歯及び歯の支持組織の疾患（再掲）,千人
35.8,22,推計患者数の年次推移,4,昭和５７年,2,入院,35,　胃及び十二指腸潰瘍（再掲）,千人
4.7,22,推計患者数の年次推移,4,昭和５７年,2,入院,36,　胃炎及び十二指腸炎（再掲）,千人
7.2,22,推計患者数の年次推移,4,昭和５７年,2,入院,37,　虫垂炎（再掲）,千人
46.5,22,推計患者数の年次推移,4,昭和５７年,2,入院,38,　肝の疾患（再掲）,千人
38.1,22,推計患者数の年次推移,4,昭和５７年,2,入院,39,１０　泌尿生殖系の疾患,千人
18.4,22,推計患者数の年次推移,4,昭和５７年,2,入院,40,　腎炎，ネフローゼ及び腎不全（再掲）,千人
3.5,22,推計患者数の年次推移,4,昭和５７年,2,入院,41,　乳房及び女性生殖器の疾患（再掲）,千人
52.1,22,推計患者数の年次推移,4,昭和５７年,2,入院,42,１１　妊娠，分娩及び産じょくの合併症,千人
3.6,22,推計患者数の年次推移,4,昭和５７年,2,入院,43,　妊娠高血圧症候群（再掲）,千人
25.9,22,推計患者数の年次推移,4,昭和５７年,2,入院,44,　正常分娩（再掲）,千人
4.3,22,推計患者数の年次推移,4,昭和５７年,2,入院,45,１２　皮膚及び皮下組織の疾患,千人
71,22,推計患者数の年次推移,4,昭和５７年,2,入院,46,１３　筋骨格系及び結合組織の疾患,千人
12.7,22,推計患者数の年次推移,4,昭和５７年,2,入院,47,　関節リウマチ（脊椎を除く。）（再掲）,千人
3.4,22,推計患者数の年次推移,4,昭和５７年,2,入院,48,　腰痛症（再掲）,千人
31.5,22,推計患者数の年次推移,4,昭和５７年,2,入院,49,　その他の脊柱疾患（再掲）,千人
8.6,22,推計患者数の年次推移,4,昭和５７年,2,入院,50,１４　先天異常,千人
8.9,22,推計患者数の年次推移,4,昭和５７年,2,入院,51,１５　周産期に発生した主要病態,千人
10.8,22,推計患者数の年次推移,4,昭和５７年,2,入院,52,１６　症状，徴候及び診断名不明確の状態,千人
118.1,22,推計患者数の年次推移,4,昭和５７年,2,入院,53,１７　損傷及び中毒,千人
60.8,22,推計患者数の年次推移,4,昭和５７年,2,入院,54,　骨折（再掲）,千人
38.9,22,推計患者数の年次推移,4,昭和５７年,2,入院,55,　Ｅ分類自動車交通事故（再掲）,千人
1.6,22,推計患者数の年次推移,4,昭和５７年,2,入院,56,Ｖ分類　健康状態に影響を及ぼす要因及び保健サービス受療の理由に関する補助分類,千人
-,22,推計患者数の年次推移,4,昭和５７年,2,入院,57,　歯の補綴（再掲）,千人
1.6,22,推計患者数の年次推移,4,昭和５７年,2,入院,58,　分娩前看護及び分娩後観察（再掲）,千人
6731.9,22,推計患者数の年次推移,4,昭和５７年,3,外来,1,総数,千人
283.8,22,推計患者数の年次推移,4,昭和５７年,3,外来,2,１　感染症及び寄生虫症,千人
59.3,22,推計患者数の年次推移,4,昭和５７年,3,外来,3,　腸管感染症（再掲）,千人
16.5,22,推計患者数の年次推移,4,昭和５７年,3,外来,4,　結核（再掲）,千人
48.5,22,推計患者数の年次推移,4,昭和５７年,3,外来,5,　発疹を伴うウイルス疾患（再掲）,千人
71,22,推計患者数の年次推移,4,昭和５７年,3,外来,6,　真菌症（再掲）,千人
65,22,推計患者数の年次推移,4,昭和５７年,3,外来,7,２　新生物,千人
11.2,22,推計患者数の年次推移,4,昭和５７年,3,外来,8,　胃の悪性新生物（再掲）,千人
25,22,推計患者数の年次推移,4,昭和５７年,3,外来,9,　その他の悪性新生物（再掲）,千人
135,22,推計患者数の年次推移,4,昭和５７年,3,外来,10,３　内分泌，栄養及び代謝疾患並びに免疫障害,千人
11.1,22,推計患者数の年次推移,4,昭和５７年,3,外来,11,　甲状腺の疾患（再掲）,千人
89.2,22,推計患者数の年次推移,4,昭和５７年,3,外来,12,　糖尿病（再掲）,千人
34.4,22,推計患者数の年次推移,4,昭和５７年,3,外来,13,４　血液及び造血器の疾患,千人
29.4,22,推計患者数の年次推移,4,昭和５７年,3,外来,14,　貧血（再掲）,千人
66.6,22,推計患者数の年次推移,4,昭和５７年,3,外来,15,５　精神障害,千人
12.1,22,推計患者数の年次推移,4,昭和５７年,3,外来,16,　統合失調症（再掲）,千人
29.6,22,推計患者数の年次推移,4,昭和５７年,3,外来,17,　神経症（再掲）,千人
627.7,22,推計患者数の年次推移,4,昭和５７年,3,外来,18,６　神経系及び感覚器の疾患,千人
340.4,22,推計患者数の年次推移,4,昭和５７年,3,外来,19,　視器の疾患（再掲）,千人
196.2,22,推計患者数の年次推移,4,昭和５７年,3,外来,20,　聴器の疾患（再掲）,千人
848.9,22,推計患者数の年次推移,4,昭和５７年,3,外来,21,７　循環系の疾患,千人
2.4,22,推計患者数の年次推移,4,昭和５７年,3,外来,22,　リウマチ熱及びリウマチ性心疾患（再掲）,千人
472.5,22,推計患者数の年次推移,4,昭和５７年,3,外来,23,　高血圧性疾患（再掲）,千人
90.9,22,推計患者数の年次推移,4,昭和５７年,3,外来,24,　虚血性心疾患（再掲）,千人
55.7,22,推計患者数の年次推移,4,昭和５７年,3,外来,25,　その他の心疾患（再掲）,千人
126.6,22,推計患者数の年次推移,4,昭和５７年,3,外来,26,　脳血管疾患（再掲）,千人
909,22,推計患者数の年次推移,4,昭和５７年,3,外来,27,８　呼吸系の疾患,千人
482.7,22,推計患者数の年次推移,4,昭和５７年,3,外来,28,　急性上気道感染（再掲）,千人
113.9,22,推計患者数の年次推移,4,昭和５７年,3,外来,29,　急性及び詳細不明の気管支炎（再掲）,千人
7.6,22,推計患者数の年次推移,4,昭和５７年,3,外来,30,　肺炎（再掲）,千人
20.8,22,推計患者数の年次推移,4,昭和５７年,3,外来,31,　慢性気管支炎（再掲）,千人
83,22,推計患者数の年次推移,4,昭和５７年,3,外来,32,　喘息（再掲）,千人
1752.4,22,推計患者数の年次推移,4,昭和５７年,3,外来,33,９　消化系の疾患,千人
1201.3,22,推計患者数の年次推移,4,昭和５７年,3,外来,34,　歯及び歯の支持組織の疾患（再掲）,千人
135.5,22,推計患者数の年次推移,4,昭和５７年,3,外来,35,　胃及び十二指腸潰瘍（再掲）,千人
170.2,22,推計患者数の年次推移,4,昭和５７年,3,外来,36,　胃炎及び十二指腸炎（再掲）,千人
4,22,推計患者数の年次推移,4,昭和５７年,3,外来,37,　虫垂炎（再掲）,千人
120.6,22,推計患者数の年次推移,4,昭和５７年,3,外来,38,　肝の疾患（再掲）,千人
204.6,22,推計患者数の年次推移,4,昭和５７年,3,外来,39,１０　泌尿生殖系の疾患,千人
31.9,22,推計患者数の年次推移,4,昭和５７年,3,外来,40,　腎炎，ネフローゼ及び腎不全（再掲）,千人
95.6,22,推計患者数の年次推移,4,昭和５７年,3,外来,41,　乳房及び女性生殖器の疾患（再掲）,千人
38.4,22,推計患者数の年次推移,4,昭和５７年,3,外来,42,１１　妊娠，分娩及び産じょくの合併症,千人
7,22,推計患者数の年次推移,4,昭和５７年,3,外来,43,　妊娠高血圧症候群（再掲）,千人
-,22,推計患者数の年次推移,4,昭和５７年,3,外来,44,　正常分娩（再掲）,千人
322.4,22,推計患者数の年次推移,4,昭和５７年,3,外来,45,１２　皮膚及び皮下組織の疾患,千人
753.8,22,推計患者数の年次推移,4,昭和５７年,3,外来,46,１３　筋骨格系及び結合組織の疾患,千人
63.5,22,推計患者数の年次推移,4,昭和５７年,3,外来,47,　関節リウマチ（脊椎を除く。）（再掲）,千人
87.7,22,推計患者数の年次推移,4,昭和５７年,3,外来,48,　腰痛症（再掲）,千人
332,22,推計患者数の年次推移,4,昭和５７年,3,外来,49,　その他の脊柱疾患（再掲）,千人
19.9,22,推計患者数の年次推移,4,昭和５７年,3,外来,50,１４　先天異常,千人
1.8,22,推計患者数の年次推移,4,昭和５７年,3,外来,51,１５　周産期に発生した主要病態,千人
52.8,22,推計患者数の年次推移,4,昭和５７年,3,外来,52,１６　症状，徴候及び診断名不明確の状態,千人
392.5,22,推計患者数の年次推移,4,昭和５７年,3,外来,53,１７　損傷及び中毒,千人
69.4,22,推計患者数の年次推移,4,昭和５７年,3,外来,54,　骨折（再掲）,千人
73.2,22,推計患者数の年次推移,4,昭和５７年,3,外来,55,　Ｅ分類自動車交通事故（再掲）,千人
222.8,22,推計患者数の年次推移,4,昭和５７年,3,外来,56,Ｖ分類　健康状態に影響を及ぼす要因及び保健サービス受療の理由に関する補助分類,千人
161.9,22,推計患者数の年次推移,4,昭和５７年,3,外来,57,　歯の補綴（再掲）,千人
60.9,22,推計患者数の年次推移,4,昭和５７年,3,外来,58,　分娩前看護及び分娩後観察（再掲）,千人
8873.7,22,推計患者数の年次推移,5,昭和５８年,1,総数,1,総数,千人
345.6,22,推計患者数の年次推移,5,昭和５８年,1,総数,2,１　感染症及び寄生虫症,千人
64.6,22,推計患者数の年次推移,5,昭和５８年,1,総数,3,　腸管感染症（再掲）,千人
52.9,22,推計患者数の年次推移,5,昭和５８年,1,総数,4,　結核（再掲）,千人
45.5,22,推計患者数の年次推移,5,昭和５８年,1,総数,5,　発疹を伴うウイルス疾患（再掲）,千人
80.2,22,推計患者数の年次推移,5,昭和５８年,1,総数,6,　真菌症（再掲）,千人
178.9,22,推計患者数の年次推移,5,昭和５８年,1,総数,7,２　新生物,千人
38.4,22,推計患者数の年次推移,5,昭和５８年,1,総数,8,　胃の悪性新生物（再掲）,千人
84.1,22,推計患者数の年次推移,5,昭和５８年,1,総数,9,　その他の悪性新生物（再掲）,千人
220.4,22,推計患者数の年次推移,5,昭和５８年,1,総数,10,３　内分泌，栄養及び代謝疾患並びに免疫障害,千人
21.1,22,推計患者数の年次推移,5,昭和５８年,1,総数,11,　甲状腺の疾患（再掲）,千人
147.6,22,推計患者数の年次推移,5,昭和５８年,1,総数,12,　糖尿病（再掲）,千人
52.2,22,推計患者数の年次推移,5,昭和５８年,1,総数,13,４　血液及び造血器の疾患,千人
42.1,22,推計患者数の年次推移,5,昭和５８年,1,総数,14,　貧血（再掲）,千人
385.9,22,推計患者数の年次推移,5,昭和５８年,1,総数,15,５　精神障害,千人
217.5,22,推計患者数の年次推移,5,昭和５８年,1,総数,16,　統合失調症（再掲）,千人
45.4,22,推計患者数の年次推移,5,昭和５８年,1,総数,17,　神経症（再掲）,千人
859,22,推計患者数の年次推移,5,昭和５８年,1,総数,18,６　神経系及び感覚器の疾患,千人
463,22,推計患者数の年次推移,5,昭和５８年,1,総数,19,　視器の疾患（再掲）,千人
240.1,22,推計患者数の年次推移,5,昭和５８年,1,総数,20,　聴器の疾患（再掲）,千人
1282.8,22,推計患者数の年次推移,5,昭和５８年,1,総数,21,７　循環系の疾患,千人
6.4,22,推計患者数の年次推移,5,昭和５８年,1,総数,22,　リウマチ熱及びリウマチ性心疾患（再掲）,千人
625.9,22,推計患者数の年次推移,5,昭和５８年,1,総数,23,　高血圧性疾患（再掲）,千人
144.8,22,推計患者数の年次推移,5,昭和５８年,1,総数,24,　虚血性心疾患（再掲）,千人
96.1,22,推計患者数の年次推移,5,昭和５８年,1,総数,25,　その他の心疾患（再掲）,千人
299.6,22,推計患者数の年次推移,5,昭和５８年,1,総数,26,　脳血管疾患（再掲）,千人
1106.9,22,推計患者数の年次推移,5,昭和５８年,1,総数,27,８　呼吸系の疾患,千人
521,22,推計患者数の年次推移,5,昭和５８年,1,総数,28,　急性上気道感染（再掲）,千人
114.5,22,推計患者数の年次推移,5,昭和５８年,1,総数,29,　急性及び詳細不明の気管支炎（再掲）,千人
18.1,22,推計患者数の年次推移,5,昭和５８年,1,総数,30,　肺炎（再掲）,千人
25.7,22,推計患者数の年次推移,5,昭和５８年,1,総数,31,　慢性気管支炎（再掲）,千人
120.8,22,推計患者数の年次推移,5,昭和５８年,1,総数,32,　喘息（再掲）,千人
1948.2,22,推計患者数の年次推移,5,昭和５８年,1,総数,33,９　消化系の疾患,千人
1195.8,22,推計患者数の年次推移,5,昭和５８年,1,総数,34,　歯及び歯の支持組織の疾患（再掲）,千人
191.3,22,推計患者数の年次推移,5,昭和５８年,1,総数,35,　胃及び十二指腸潰瘍（再掲）,千人
190.3,22,推計患者数の年次推移,5,昭和５８年,1,総数,36,　胃炎及び十二指腸炎（再掲）,千人
14.4,22,推計患者数の年次推移,5,昭和５８年,1,総数,37,　虫垂炎（再掲）,千人
176.9,22,推計患者数の年次推移,5,昭和５８年,1,総数,38,　肝の疾患（再掲）,千人
256.1,22,推計患者数の年次推移,5,昭和５８年,1,総数,39,１０　泌尿生殖系の疾患,千人
55.7,22,推計患者数の年次推移,5,昭和５８年,1,総数,40,　腎炎，ネフローゼ及び腎不全（再掲）,千人
88.6,22,推計患者数の年次推移,5,昭和５８年,1,総数,41,　乳房及び女性生殖器の疾患（再掲）,千人
78,22,推計患者数の年次推移,5,昭和５８年,1,総数,42,１１　妊娠，分娩及び産じょくの合併症,千人
7.8,22,推計患者数の年次推移,5,昭和５８年,1,総数,43,　妊娠高血圧症候群（再掲）,千人
19.2,22,推計患者数の年次推移,5,昭和５８年,1,総数,44,　正常分娩（再掲）,千人
407.6,22,推計患者数の年次推移,5,昭和５８年,1,総数,45,１２　皮膚及び皮下組織の疾患,千人
894.6,22,推計患者数の年次推移,5,昭和５８年,1,総数,46,１３　筋骨格系及び結合組織の疾患,千人
82.8,22,推計患者数の年次推移,5,昭和５８年,1,総数,47,　関節リウマチ（脊椎を除く。）（再掲）,千人
92.3,22,推計患者数の年次推移,5,昭和５８年,1,総数,48,　腰痛症（再掲）,千人
389.4,22,推計患者数の年次推移,5,昭和５８年,1,総数,49,　その他の脊柱疾患（再掲）,千人
38.7,22,推計患者数の年次推移,5,昭和５８年,1,総数,50,１４　先天異常,千人
10.2,22,推計患者数の年次推移,5,昭和５８年,1,総数,51,１５　周産期に発生した主要病態,千人
63.6,22,推計患者数の年次推移,5,昭和５８年,1,総数,52,１６　症状，徴候及び診断名不明確の状態,千人
559.3,22,推計患者数の年次推移,5,昭和５８年,1,総数,53,１７　損傷及び中毒,千人
154,22,推計患者数の年次推移,5,昭和５８年,1,総数,54,　骨折（再掲）,千人
118.3,22,推計患者数の年次推移,5,昭和５８年,1,総数,55,　Ｅ分類自動車交通事故（再掲）,千人
185.8,22,推計患者数の年次推移,5,昭和５８年,1,総数,56,Ｖ分類　健康状態に影響を及ぼす要因及び保健サービス受療の理由に関する補助分類,千人
142.7,22,推計患者数の年次推移,5,昭和５８年,1,総数,57,　歯の補綴（再掲）,千人
43.1,22,推計患者数の年次推移,5,昭和５８年,1,総数,58,　分娩前看護及び分娩後観察（再掲）,千人
1378.2,22,推計患者数の年次推移,5,昭和５８年,2,入院,1,総数,千人
48.5,22,推計患者数の年次推移,5,昭和５８年,2,入院,2,１　感染症及び寄生虫症,千人
3.7,22,推計患者数の年次推移,5,昭和５８年,2,入院,3,　腸管感染症（再掲）,千人
34.8,22,推計患者数の年次推移,5,昭和５８年,2,入院,4,　結核（再掲）,千人
1.7,22,推計患者数の年次推移,5,昭和５８年,2,入院,5,　発疹を伴うウイルス疾患（再掲）,千人
0.2,22,推計患者数の年次推移,5,昭和５８年,2,入院,6,　真菌症（再掲）,千人
102.7,22,推計患者数の年次推移,5,昭和５８年,2,入院,7,２　新生物,千人
22.8,22,推計患者数の年次推移,5,昭和５８年,2,入院,8,　胃の悪性新生物（再掲）,千人
54.6,22,推計患者数の年次推移,5,昭和５８年,2,入院,9,　その他の悪性新生物（再掲）,千人
43.3,22,推計患者数の年次推移,5,昭和５８年,2,入院,10,３　内分泌，栄養及び代謝疾患並びに免疫障害,千人
3.8,22,推計患者数の年次推移,5,昭和５８年,2,入院,11,　甲状腺の疾患（再掲）,千人
35.3,22,推計患者数の年次推移,5,昭和５８年,2,入院,12,　糖尿病（再掲）,千人
6.6,22,推計患者数の年次推移,5,昭和５８年,2,入院,13,４　血液及び造血器の疾患,千人
4,22,推計患者数の年次推移,5,昭和５８年,2,入院,14,　貧血（再掲）,千人
316.1,22,推計患者数の年次推移,5,昭和５８年,2,入院,15,５　精神障害,千人
201.9,22,推計患者数の年次推移,5,昭和５８年,2,入院,16,　統合失調症（再掲）,千人
21,22,推計患者数の年次推移,5,昭和５８年,2,入院,17,　神経症（再掲）,千人
65.2,22,推計患者数の年次推移,5,昭和５８年,2,入院,18,６　神経系及び感覚器の疾患,千人
11.1,22,推計患者数の年次推移,5,昭和５８年,2,入院,19,　視器の疾患（再掲）,千人
3.2,22,推計患者数の年次推移,5,昭和５８年,2,入院,20,　聴器の疾患（再掲）,千人
273.4,22,推計患者数の年次推移,5,昭和５８年,2,入院,21,７　循環系の疾患,千人
2.3,22,推計患者数の年次推移,5,昭和５８年,2,入院,22,　リウマチ熱及びリウマチ性心疾患（再掲）,千人
37.5,22,推計患者数の年次推移,5,昭和５８年,2,入院,23,　高血圧性疾患（再掲）,千人
31.7,22,推計患者数の年次推移,5,昭和５８年,2,入院,24,　虚血性心疾患（再掲）,千人
28.8,22,推計患者数の年次推移,5,昭和５８年,2,入院,25,　その他の心疾患（再掲）,千人
157.5,22,推計患者数の年次推移,5,昭和５８年,2,入院,26,　脳血管疾患（再掲）,千人
54.4,22,推計患者数の年次推移,5,昭和５８年,2,入院,27,８　呼吸系の疾患,千人
2.2,22,推計患者数の年次推移,5,昭和５８年,2,入院,28,　急性上気道感染（再掲）,千人
2.6,22,推計患者数の年次推移,5,昭和５８年,2,入院,29,　急性及び詳細不明の気管支炎（再掲）,千人
10.1,22,推計患者数の年次推移,5,昭和５８年,2,入院,30,　肺炎（再掲）,千人
3.4,22,推計患者数の年次推移,5,昭和５８年,2,入院,31,　慢性気管支炎（再掲）,千人
18.7,22,推計患者数の年次推移,5,昭和５８年,2,入院,32,　喘息（再掲）,千人
145.2,22,推計患者数の年次推移,5,昭和５８年,2,入院,33,９　消化系の疾患,千人
0.2,22,推計患者数の年次推移,5,昭和５８年,2,入院,34,　歯及び歯の支持組織の疾患（再掲）,千人
38.7,22,推計患者数の年次推移,5,昭和５８年,2,入院,35,　胃及び十二指腸潰瘍（再掲）,千人
5.1,22,推計患者数の年次推移,5,昭和５８年,2,入院,36,　胃炎及び十二指腸炎（再掲）,千人
9.9,22,推計患者数の年次推移,5,昭和５８年,2,入院,37,　虫垂炎（再掲）,千人
45.1,22,推計患者数の年次推移,5,昭和５８年,2,入院,38,　肝の疾患（再掲）,千人
41.2,22,推計患者数の年次推移,5,昭和５８年,2,入院,39,１０　泌尿生殖系の疾患,千人
19.3,22,推計患者数の年次推移,5,昭和５８年,2,入院,40,　腎炎，ネフローゼ及び腎不全（再掲）,千人
3.4,22,推計患者数の年次推移,5,昭和５８年,2,入院,41,　乳房及び女性生殖器の疾患（再掲）,千人
44.1,22,推計患者数の年次推移,5,昭和５８年,2,入院,42,１１　妊娠，分娩及び産じょくの合併症,千人
3.2,22,推計患者数の年次推移,5,昭和５８年,2,入院,43,　妊娠高血圧症候群（再掲）,千人
19.2,22,推計患者数の年次推移,5,昭和５８年,2,入院,44,　正常分娩（再掲）,千人
4.3,22,推計患者数の年次推移,5,昭和５８年,2,入院,45,１２　皮膚及び皮下組織の疾患,千人
76.2,22,推計患者数の年次推移,5,昭和５８年,2,入院,46,１３　筋骨格系及び結合組織の疾患,千人
15.1,22,推計患者数の年次推移,5,昭和５８年,2,入院,47,　関節リウマチ（脊椎を除く。）（再掲）,千人
3.2,22,推計患者数の年次推移,5,昭和５８年,2,入院,48,　腰痛症（再掲）,千人
32.7,22,推計患者数の年次推移,5,昭和５８年,2,入院,49,　その他の脊柱疾患（再掲）,千人
10.3,22,推計患者数の年次推移,5,昭和５８年,2,入院,50,１４　先天異常,千人
8,22,推計患者数の年次推移,5,昭和５８年,2,入院,51,１５　周産期に発生した主要病態,千人
11.7,22,推計患者数の年次推移,5,昭和５８年,2,入院,52,１６　症状，徴候及び診断名不明確の状態,千人
124.5,22,推計患者数の年次推移,5,昭和５８年,2,入院,53,１７　損傷及び中毒,千人
67.4,22,推計患者数の年次推移,5,昭和５８年,2,入院,54,　骨折（再掲）,千人
37.9,22,推計患者数の年次推移,5,昭和５８年,2,入院,55,　Ｅ分類自動車交通事故（再掲）,千人
