value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,area,area_label,time,time_label,unit
649501,2020_05,就業者数,0,総数,0,総数,0,総数,03000,岩手県,2015000000,2015年,人
148661,2020_05,就業者数,0,総数,0,総数,0,総数,03201,盛岡市,2015000000,2015年,人
27025,2020_05,就業者数,0,総数,0,総数,0,総数,03202,宮古市,2015000000,2015年,人
19326,2020_05,就業者数,0,総数,0,総数,0,総数,03203,大船渡市,2015000000,2015年,人
49995,2020_05,就業者数,0,総数,0,総数,0,総数,03205,花巻市,2015000000,2015年,人
49216,2020_05,就業者数,0,総数,0,総数,0,総数,03206,北上市,2015000000,2015年,人
17300,2020_05,就業者数,0,総数,0,総数,0,総数,03207,久慈市,2015000000,2015年,人
14342,2020_05,就業者数,0,総数,0,総数,0,総数,03208,遠野市,2015000000,2015年,人
61096,2020_05,就業者数,0,総数,0,総数,0,総数,03209,一関市,2015000000,2015年,人
9756,2020_05,就業者数,0,総数,0,総数,0,総数,03210,陸前高田市,2015000000,2015年,人
17626,2020_05,就業者数,0,総数,0,総数,0,総数,03211,釜石市,2015000000,2015年,人
14644,2020_05,就業者数,0,総数,0,総数,0,総数,03213,二戸市,2015000000,2015年,人
13921,2020_05,就業者数,0,総数,0,総数,0,総数,03214,八幡平市,2015000000,2015年,人
62562,2020_05,就業者数,0,総数,0,総数,0,総数,03215,奥州市,2015000000,2015年,人
28870,2020_05,就業者数,0,総数,0,総数,0,総数,03216,滝沢市,2015000000,2015年,人
9239,2020_05,就業者数,0,総数,0,総数,0,総数,03301,雫石町,2015000000,2015年,人
3025,2020_05,就業者数,0,総数,0,総数,0,総数,03302,葛巻町,2015000000,2015年,人
7197,2020_05,就業者数,0,総数,0,総数,0,総数,03303,岩手町,2015000000,2015年,人
17259,2020_05,就業者数,0,総数,0,総数,0,総数,03321,紫波町,2015000000,2015年,人
14276,2020_05,就業者数,0,総数,0,総数,0,総数,03322,矢巾町,2015000000,2015年,人
2993,2020_05,就業者数,0,総数,0,総数,0,総数,03366,西和賀町,2015000000,2015年,人
8861,2020_05,就業者数,0,総数,0,総数,0,総数,03381,金ケ崎町,2015000000,2015年,人
4088,2020_05,就業者数,0,総数,0,総数,0,総数,03402,平泉町,2015000000,2015年,人
2854,2020_05,就業者数,0,総数,0,総数,0,総数,03441,住田町,2015000000,2015年,人
5769,2020_05,就業者数,0,総数,0,総数,0,総数,03461,大槌町,2015000000,2015年,人
7634,2020_05,就業者数,0,総数,0,総数,0,総数,03482,山田町,2015000000,2015年,人
5004,2020_05,就業者数,0,総数,0,総数,0,総数,03483,岩泉町,2015000000,2015年,人
1738,2020_05,就業者数,0,総数,0,総数,0,総数,03484,田野畑村,2015000000,2015年,人
1407,2020_05,就業者数,0,総数,0,総数,0,総数,03485,普代村,2015000000,2015年,人
4802,2020_05,就業者数,0,総数,0,総数,0,総数,03501,軽米町,2015000000,2015年,人
1990,2020_05,就業者数,0,総数,0,総数,0,総数,03503,野田村,2015000000,2015年,人
3010,2020_05,就業者数,0,総数,0,総数,0,総数,03506,九戸村,2015000000,2015年,人
7781,2020_05,就業者数,0,総数,0,総数,0,総数,03507,洋野町,2015000000,2015年,人
6234,2020_05,就業者数,0,総数,0,総数,0,総数,03524,一戸町,2015000000,2015年,人
1136589,2020_05,就業者数,0,総数,0,総数,0,総数,04000,宮城県,2015000000,2015年,人
518897,2020_05,就業者数,0,総数,0,総数,0,総数,04100,仙台市,2015000000,2015年,人
151448,2020_05,就業者数,0,総数,0,総数,0,総数,04101,仙台市青葉区,2015000000,2015年,人
94122,2020_05,就業者数,0,総数,0,総数,0,総数,04102,仙台市宮城野区,2015000000,2015年,人
64872,2020_05,就業者数,0,総数,0,総数,0,総数,04103,仙台市若林区,2015000000,2015年,人
107776,2020_05,就業者数,0,総数,0,総数,0,総数,04104,仙台市太白区,2015000000,2015年,人
100679,2020_05,就業者数,0,総数,0,総数,0,総数,04105,仙台市泉区,2015000000,2015年,人
70411,2020_05,就業者数,0,総数,0,総数,0,総数,04202,石巻市,2015000000,2015年,人
25421,2020_05,就業者数,0,総数,0,総数,0,総数,04203,塩竈市,2015000000,2015年,人
30164,2020_05,就業者数,0,総数,0,総数,0,総数,04205,気仙沼市,2015000000,2015年,人
17171,2020_05,就業者数,0,総数,0,総数,0,総数,04206,白石市,2015000000,2015年,人
37969,2020_05,就業者数,0,総数,0,総数,0,総数,04207,名取市,2015000000,2015年,人
14746,2020_05,就業者数,0,総数,0,総数,0,総数,04208,角田市,2015000000,2015年,人
31470,2020_05,就業者数,0,総数,0,総数,0,総数,04209,多賀城市,2015000000,2015年,人
22209,2020_05,就業者数,0,総数,0,総数,0,総数,04211,岩沼市,2015000000,2015年,人
43098,2020_05,就業者数,0,総数,0,総数,0,総数,04212,登米市,2015000000,2015年,人
33858,2020_05,就業者数,0,総数,0,総数,0,総数,04213,栗原市,2015000000,2015年,人
19133,2020_05,就業者数,0,総数,0,総数,0,総数,04214,東松島市,2015000000,2015年,人
68505,2020_05,就業者数,0,総数,0,総数,0,総数,04215,大崎市,2015000000,2015年,人
6243,2020_05,就業者数,0,総数,0,総数,0,総数,04301,蔵王町,2015000000,2015年,人
612,2020_05,就業者数,0,総数,0,総数,0,総数,04302,七ヶ宿町,2015000000,2015年,人
11819,2020_05,就業者数,0,総数,0,総数,0,総数,04321,大河原町,2015000000,2015年,人
5771,2020_05,就業者数,0,総数,0,総数,0,総数,04322,村田町,2015000000,2015年,人
18041,2020_05,就業者数,0,総数,0,総数,0,総数,04323,柴田町,2015000000,2015年,人
